Running with hyperparameters: optimizer=sgd, learning_rate=0.1, batch_size=256, epsilon=1, seed=92, num_epochs=100, delta=1e-05, clip_bound=1.0, problem=2
cuda
Epoch 1, loss  = 1.5460177911088822, accuracy = 0.5545070436238905
Epoch 2, loss  = 0.9215998187978217, accuracy = 0.6807929446886516
Epoch 3, loss  = 0.9382494698179529, accuracy = 0.7212490767373702
Epoch 4, loss  = 0.971854062029656, accuracy = 0.731524319582754
Epoch 5, loss  = 0.9820378536873675, accuracy = 0.7407482323586927
Epoch 6, loss  = 0.9946427043448103, accuracy = 0.7449754941729411
Epoch 7, loss  = 0.994757364912236, accuracy = 0.752793436672747
Epoch 8, loss  = 0.9935340546547098, accuracy = 0.7605535679939852
Epoch 9, loss  = 0.9990814916631009, accuracy = 0.7614547541581207
Epoch 10, loss  = 0.9769980811058206, accuracy = 0.7651608119849187
Epoch 11, loss  = 0.9626251147148457, accuracy = 0.7697258161728278
Epoch 12, loss  = 0.9735509197762672, accuracy = 0.7696424993468992
Epoch 13, loss  = 0.9610171548863675, accuracy = 0.7715023383112396
Epoch 14, loss  = 0.9539336617956771, accuracy = 0.7713610722857775
Epoch 15, loss  = 0.9485974169792013, accuracy = 0.778197705313716
Epoch 16, loss  = 0.9308622535238875, accuracy = 0.7839288354276357
Epoch 17, loss  = 0.9565138596169492, accuracy = 0.783613691332092
Epoch 18, loss  = 0.9298596957896618, accuracy = 0.7860383829008496
Epoch 19, loss  = 0.936073418627394, accuracy = 0.7870291471642086
Epoch 20, loss  = 0.9615810371459799, accuracy = 0.7862112650282017
Epoch 21, loss  = 0.9366826907117316, accuracy = 0.7872292207018279
Epoch 22, loss  = 0.9303297181078728, accuracy = 0.7870423782406886
Epoch 23, loss  = 0.9110746401421568, accuracy = 0.7886613809520173
Epoch 24, loss  = 0.9174225315134577, accuracy = 0.790539784295034
Epoch 25, loss  = 0.9160573791950307, accuracy = 0.7945394703836289
Epoch 26, loss  = 0.8993787159311011, accuracy = 0.7961787285375528
Epoch 27, loss  = 0.8868469278863136, accuracy = 0.7983920505395284
Epoch 28, loss  = 0.9024402724935653, accuracy = 0.801557871503555
Epoch 29, loss  = 0.9095768672354678, accuracy = 0.8036940373551071
Epoch 30, loss  = 0.9056744174754366, accuracy = 0.8060023519764051
Epoch 31, loss  = 0.9118841643029071, accuracy = 0.8070507887427759
Epoch 32, loss  = 0.9048315664555164, accuracy = 0.8077605150499098
Epoch 33, loss  = 0.9020660933027876, accuracy = 0.8071512820663327
Epoch 34, loss  = 0.9151564113637234, accuracy = 0.8096431247454239
Epoch 35, loss  = 0.9357477246446813, accuracy = 0.808657756762049
Epoch 36, loss  = 0.9683675963827905, accuracy = 0.8088973250514417
Epoch 37, loss  = 0.945391826680366, accuracy = 0.8122513205179748
Epoch 38, loss  = 0.9844761929613479, accuracy = 0.8099192477326023
Epoch 39, loss  = 0.9988246846706309, accuracy = 0.8096873654532097
Epoch 40, loss  = 0.9769750468274381, accuracy = 0.8104315824832241
Epoch 41, loss  = 0.9445114221978694, accuracy = 0.8139094241388386
Epoch 42, loss  = 0.9627538764730413, accuracy = 0.8121916603206157
Epoch 43, loss  = 0.9372713291898687, accuracy = 0.8165266702561492
Epoch 44, loss  = 0.940991638061848, accuracy = 0.8169950093646481
Epoch 45, loss  = 0.9290264472048333, accuracy = 0.8214132186425532
Epoch 46, loss  = 0.9611175179481506, accuracy = 0.8195703889439332
Epoch 47, loss  = 0.972683692105273, accuracy = 0.8172788762203416
Epoch 48, loss  = 0.9349509632333796, accuracy = 0.8227486681488092
Epoch 49, loss  = 0.962078424210244, accuracy = 0.8209546082980501
Epoch 50, loss  = 0.9642393634674397, accuracy = 0.8232004129315885
Epoch 51, loss  = 0.9918254801567564, accuracy = 0.8193273404715513
Epoch 52, loss  = 0.9774872777309823, accuracy = 0.8198346489698252
Epoch 53, loss  = 0.9997682270851541, accuracy = 0.818754575944881
Epoch 54, loss  = 0.9819452443021409, accuracy = 0.8230300786968888
Epoch 55, loss  = 0.9856347236227482, accuracy = 0.8245113342711088
Epoch 56, loss  = 1.0109724448082296, accuracy = 0.8226874905775409
Epoch 57, loss  = 1.0059383952871281, accuracy = 0.8230270438729719
Epoch 58, loss  = 1.0288685496817245, accuracy = 0.8243754912930641
Epoch 59, loss  = 1.0351147288971758, accuracy = 0.8248012293814605
Epoch 60, loss  = 1.0268173740265216, accuracy = 0.8236935832629846
Epoch 61, loss  = 1.047994346567925, accuracy = 0.8251425872397089
Epoch 62, loss  = 1.0496854383894738, accuracy = 0.8250612331996297
Epoch 63, loss  = 1.0907887935638427, accuracy = 0.8231824452522939
Epoch 64, loss  = 1.0983877636016683, accuracy = 0.8223687121575377
Epoch 65, loss  = 1.141294934140875, accuracy = 0.8222136704323288
Epoch 66, loss  = 1.0961357697527458, accuracy = 0.823299264699519
Epoch 67, loss  = 1.111683413069299, accuracy = 0.8239087662176041
Epoch 68, loss  = 1.1148637865452056, accuracy = 0.8242408277046871
Epoch 69, loss  = 1.1189575223212547, accuracy = 0.822611950655046
Epoch 70, loss  = 1.0894080938176907, accuracy = 0.8251175428109532
Epoch 71, loss  = 1.1225952960075216, accuracy = 0.8243353566450063
Epoch 72, loss  = 1.1071265618851844, accuracy = 0.8266626037157238
Epoch 73, loss  = 1.1070179632369508, accuracy = 0.8282241404037964
Epoch 74, loss  = 1.1225850143331162, accuracy = 0.8265786593172754
Epoch 75, loss  = 1.1436420668946936, accuracy = 0.8266813563873069
Epoch 76, loss  = 1.1351872111888641, accuracy = 0.8259353572762678
Epoch 77, loss  = 1.1183252296549209, accuracy = 0.8284227371446101
Epoch 78, loss  = 1.1338588681626827, accuracy = 0.8264561351237202
Epoch 79, loss  = 1.1066491061068595, accuracy = 0.8278384152920926
Epoch 80, loss  = 1.151256576751141, accuracy = 0.8261225063548281
Epoch 81, loss  = 1.1336062837154308, accuracy = 0.8270963811891653
Epoch 82, loss  = 1.1313582569994824, accuracy = 0.8268523425556018
Epoch 83, loss  = 1.1591230526883551, accuracy = 0.8269294569818221
Epoch 84, loss  = 1.1404999923198782, accuracy = 0.8262707367574322
Epoch 85, loss  = 1.1512506005611824, accuracy = 0.8298442728711369
Epoch 86, loss  = 1.1867872392877619, accuracy = 0.8229998809859967
Epoch 87, loss  = 1.160644358016075, accuracy = 0.8236097262423687
Epoch 88, loss  = 1.1499130063868583, accuracy = 0.8253074153658426
Epoch 89, loss  = 1.1620379049727256, accuracy = 0.8264599363667744
Epoch 90, loss  = 1.1527796418108838, accuracy = 0.8256471075581653
Epoch 91, loss  = 1.1248337842048484, accuracy = 0.8301851130569433
Epoch 92, loss  = 1.164592579070558, accuracy = 0.8270794223090602
Epoch 93, loss  = 1.1726763788689958, accuracy = 0.8258261728614251
Epoch 94, loss  = 1.1702210068702699, accuracy = 0.8277027606386038
Epoch 95, loss  = 1.1862732511885623, accuracy = 0.8285640081651686
Epoch 96, loss  = 1.209792914542746, accuracy = 0.82451181851791
Epoch 97, loss  = 1.2020965530517254, accuracy = 0.8277373004495484
Epoch 98, loss  = 1.2275015754902616, accuracy = 0.8280321297368474
Epoch 99, loss  = 1.2156634264803947, accuracy = 0.8299144367615194
Epoch 100, loss  = 1.2169440520570634, accuracy = 0.824149117553611
Epsilon: 0.9937150414797717, Delta: 1e-05, Time Taken for Training 873.0690784454346
Loss: 1.3125198705673218, Accuracy: 0.8158
Model saved as 'results/fashion_mnist_2c2d/sgd/models/model_type_classification_learning_rate_0.1_num_epochs_100_batch_size_256_sample_rate_0.004266666666666667_epsilon_1_noise_multiplier_2.578125_delta_1e-05_clip_bound_1.0_seed_92_.pth'
Results saved as 'results/fashion_mnist_2c2d/sgd/json/model_type_classification_learning_rate_0.1_num_epochs_100_batch_size_256_sample_rate_0.004266666666666667_epsilon_1_noise_multiplier_2.578125_delta_1e-05_clip_bound_1.0_seed_92_.json'
