Running with hyperparameters: optimizer=sgd, learning_rate=0.1, batch_size=256, epsilon=10, seed=92, num_epochs=100, delta=1e-05, clip_bound=1.0, problem=2
cuda
Epoch 1, loss  = 1.5429774543072314, accuracy = 0.5564708742973031
Epoch 2, loss  = 0.9133012710733617, accuracy = 0.6840374317083127
Epoch 3, loss  = 0.9232392694087739, accuracy = 0.7254465288610923
Epoch 4, loss  = 0.9549000286041422, accuracy = 0.7367030739691433
Epoch 5, loss  = 0.9753824023490256, accuracy = 0.7444553381504885
Epoch 6, loss  = 0.984984629965843, accuracy = 0.746865529763734
Epoch 7, loss  = 0.986029373077636, accuracy = 0.7540051213695249
Epoch 8, loss  = 0.9827003567776782, accuracy = 0.7589128588167092
Epoch 9, loss  = 0.9864724012131386, accuracy = 0.758501819900099
Epoch 10, loss  = 0.9691449604135879, accuracy = 0.7642327408799353
Epoch 11, loss  = 0.9467589520393533, accuracy = 0.7697949104347294
Epoch 12, loss  = 0.9485808813825567, accuracy = 0.7690296389016168
Epoch 13, loss  = 0.9373163324721316, accuracy = 0.7718037894900205
Epoch 14, loss  = 0.931528540114139, accuracy = 0.7717579401225397
Epoch 15, loss  = 0.9200489028971246, accuracy = 0.7780094553838806
Epoch 16, loss  = 0.9049359879595168, accuracy = 0.7815676602799935
Epoch 17, loss  = 0.9231955850377996, accuracy = 0.7806069445092125
Epoch 18, loss  = 0.9087061892164514, accuracy = 0.7833203601856579
Epoch 19, loss  = 0.9049140296083815, accuracy = 0.7848399601393182
Epoch 20, loss  = 0.9123145930310513, accuracy = 0.7851468964947536
Epoch 21, loss  = 0.8869098610066353, accuracy = 0.7900366481424472
Epoch 22, loss  = 0.8855440728207852, accuracy = 0.7883581397639357
Epoch 23, loss  = 0.8876443282086799, accuracy = 0.7899774105113588
Epoch 24, loss  = 0.8680791451575908, accuracy = 0.7921941261360267
Epoch 25, loss  = 0.8751873353694347, accuracy = 0.7950430484406306
Epoch 26, loss  = 0.8781719750546394, accuracy = 0.7935889366019131
Epoch 27, loss  = 0.8617122155554751, accuracy = 0.7964414625039656
Epoch 28, loss  = 0.8581822943180165, accuracy = 0.7998173974405353
Epoch 29, loss  = 0.8517330080904859, accuracy = 0.8007506775348158
Epoch 30, loss  = 0.8338502563060598, accuracy = 0.8054951786242924
Epoch 31, loss  = 0.8480037473617716, accuracy = 0.8044184572915098
Epoch 32, loss  = 0.8344321961098529, accuracy = 0.8071830226942739
Epoch 33, loss  = 0.8328336897048544, accuracy = 0.8060819820837051
Epoch 34, loss  = 0.8325672740631915, accuracy = 0.809962742262138
Epoch 35, loss  = 0.8288700562842348, accuracy = 0.810384305782449
Epoch 36, loss  = 0.8426967745131635, accuracy = 0.8111319512849902
Epoch 37, loss  = 0.8208149663945462, accuracy = 0.8126773653793053
Epoch 38, loss  = 0.8397642328384075, accuracy = 0.8129847167563546
Epoch 39, loss  = 0.8371910173842247, accuracy = 0.8121541461466002
Epoch 40, loss  = 0.829806590333898, accuracy = 0.8150666139281069
Epoch 41, loss  = 0.8123745091418002, accuracy = 0.8171213086160027
Epoch 42, loss  = 0.8263571217973181, accuracy = 0.8143180368368633
Epoch 43, loss  = 0.8036437719426257, accuracy = 0.8200225512030321
Epoch 44, loss  = 0.8076785939805051, accuracy = 0.8196063130542695
Epoch 45, loss  = 0.7990539961672843, accuracy = 0.8227939331927013
Epoch 46, loss  = 0.8146312249467728, accuracy = 0.8221230704846564
Epoch 47, loss  = 0.8103832972810624, accuracy = 0.8216529201557317
Epoch 48, loss  = 0.7789964984072015, accuracy = 0.8249578899955186
Epoch 49, loss  = 0.799457614853027, accuracy = 0.824328406546714
Epoch 50, loss  = 0.7991260714987491, accuracy = 0.8254440823183526
Epoch 51, loss  = 0.7992225914559465, accuracy = 0.8254746668529707
Epoch 52, loss  = 0.7892417184850002, accuracy = 0.8279281413991915
Epoch 53, loss  = 0.7964229847522493, accuracy = 0.8264617314659028
Epoch 54, loss  = 0.7844918153387435, accuracy = 0.828679586138512
Epoch 55, loss  = 0.7748313577885323, accuracy = 0.8315807118784664
Epoch 56, loss  = 0.7951933169618566, accuracy = 0.8281993576482758
Epoch 57, loss  = 0.7776514015299208, accuracy = 0.8313911548753778
Epoch 58, loss  = 0.7825922486629892, accuracy = 0.8318359883951791
Epoch 59, loss  = 0.7868929488861814, accuracy = 0.8317496263735226
Epoch 60, loss  = 0.77445368424375, accuracy = 0.8339834486900167
Epoch 61, loss  = 0.7625837356486219, accuracy = 0.8369848159934399
Epoch 62, loss  = 0.7620876674956464, accuracy = 0.8375841008316461
Epoch 63, loss  = 0.7651323360331515, accuracy = 0.8368047592569432
Epoch 64, loss  = 0.7573673739078197, accuracy = 0.8364419082380935
Epoch 65, loss  = 0.787487460070468, accuracy = 0.8374333828405712
Epoch 66, loss  = 0.7664341754101692, accuracy = 0.8364619404954043
Epoch 67, loss  = 0.7680246843936596, accuracy = 0.8383662645905828
Epoch 68, loss  = 0.7700813056306636, accuracy = 0.8391823374331918
Epoch 69, loss  = 0.7630481671779714, accuracy = 0.8393395971567724
Epoch 70, loss  = 0.7516205636744804, accuracy = 0.842852143974324
Epoch 71, loss  = 0.7620399596843314, accuracy = 0.8425886436325867
Epoch 72, loss  = 0.7641813768985424, accuracy = 0.8426017004150599
Epoch 73, loss  = 0.7554880014125337, accuracy = 0.8444341315049904
Epoch 74, loss  = 0.761268671776386, accuracy = 0.8439121612148397
Epoch 75, loss  = 0.7662266973485338, accuracy = 0.8417302771601726
Epoch 76, loss  = 0.7518387034852454, accuracy = 0.8441474382240225
Epoch 77, loss  = 0.7555755028065215, accuracy = 0.8457250917373053
Epoch 78, loss  = 0.7442588815029632, accuracy = 0.8471555322795591
Epoch 79, loss  = 0.7376511221236371, accuracy = 0.8473285360723756
Epoch 80, loss  = 0.755064634439793, accuracy = 0.8482661292954177
Epoch 81, loss  = 0.7373057166312603, accuracy = 0.8480391676462506
Epoch 82, loss  = 0.7410410453664495, accuracy = 0.8464391038740415
Epoch 83, loss  = 0.7496358521441195, accuracy = 0.8456870196692335
Epoch 84, loss  = 0.7408292604253647, accuracy = 0.8477371758310812
Epoch 85, loss  = 0.7363690872141655, accuracy = 0.8499572249162732
Epoch 86, loss  = 0.7479706784512135, accuracy = 0.8473467159858545
Epoch 87, loss  = 0.7405662743335074, accuracy = 0.8474202424487984
Epoch 88, loss  = 0.7320548018242451, accuracy = 0.8501833281413015
Epoch 89, loss  = 0.7445158624902685, accuracy = 0.8496193244143536
Epoch 90, loss  = 0.7425793080887896, accuracy = 0.8496664065284809
Epoch 91, loss  = 0.7271665985279895, accuracy = 0.8521783245851077
Epoch 92, loss  = 0.745752015392831, accuracy = 0.8504143892114047
Epoch 93, loss  = 0.737971404892333, accuracy = 0.8503259583168388
Epoch 94, loss  = 0.729363156252719, accuracy = 0.8535898978313722
Epoch 95, loss  = 0.741232232210484, accuracy = 0.8528508291977939
Epoch 96, loss  = 0.7473992034475854, accuracy = 0.8513154865720729
Epoch 97, loss  = 0.7438763369905188, accuracy = 0.8539656449928379
Epoch 98, loss  = 0.7436504206758865, accuracy = 0.8521164980979528
Epoch 99, loss  = 0.7322814545732863, accuracy = 0.8531811133738454
Epoch 100, loss  = 0.7273491126425723, accuracy = 0.853681873694925
Epsilon: 9.99557930028823, Delta: 1e-05, Time Taken for Training 924.2446684837341
Loss: 0.7872411964297295, Accuracy: 0.8452
Model saved as 'results/fashion_mnist_2c2d/sgd/models/model_type_classification_learning_rate_0.1_num_epochs_100_batch_size_256_sample_rate_0.004266666666666667_epsilon_10_noise_multiplier_0.666656494140625_delta_1e-05_clip_bound_1.0_seed_92_.pth'
Results saved as 'results/fashion_mnist_2c2d/sgd/json/model_type_classification_learning_rate_0.1_num_epochs_100_batch_size_256_sample_rate_0.004266666666666667_epsilon_10_noise_multiplier_0.666656494140625_delta_1e-05_clip_bound_1.0_seed_92_.json'
