Running with hyperparameters: optimizer=sgd, learning_rate=0.1, batch_size=256, epsilon=10, seed=14, num_epochs=100, delta=1e-05, clip_bound=1.0, problem=2
cuda
Epoch 1, loss  = 1.5749837976820926, accuracy = 0.5339368595270468
Epoch 2, loss  = 0.9084245425589541, accuracy = 0.6691625650520803
Epoch 3, loss  = 0.8944987454312913, accuracy = 0.7212938917965693
Epoch 4, loss  = 0.9379295539348683, accuracy = 0.7329818235621157
Epoch 5, loss  = 0.9732209030618059, accuracy = 0.740428581099464
Epoch 6, loss  = 0.9880319625773328, accuracy = 0.7458189255876322
Epoch 7, loss  = 0.9653031257872886, accuracy = 0.7545981082878455
Epoch 8, loss  = 0.9766267535534311, accuracy = 0.7595522076293251
Epoch 9, loss  = 0.9669116568058095, accuracy = 0.761657224549751
Epoch 10, loss  = 0.9584630466522055, accuracy = 0.7663326844292299
Epoch 11, loss  = 0.9613881849228068, accuracy = 0.768713298355681
Epoch 12, loss  = 0.9537050658083976, accuracy = 0.7700798176432541
Epoch 13, loss  = 0.9449596364447411, accuracy = 0.7709844559268861
Epoch 14, loss  = 0.9387526897673911, accuracy = 0.774604254541814
Epoch 15, loss  = 0.9350390771602063, accuracy = 0.776165416081052
Epoch 16, loss  = 0.9401412144620368, accuracy = 0.7754751636192652
Epoch 17, loss  = 0.9170544363082723, accuracy = 0.7824080457228036
Epoch 18, loss  = 0.9180714290192786, accuracy = 0.781297096395728
Epoch 19, loss  = 0.9081674722915, accuracy = 0.7827320031971375
Epoch 20, loss  = 0.9029727905354601, accuracy = 0.7849947559296186
Epoch 21, loss  = 0.9104451506695849, accuracy = 0.7836732343600629
Epoch 22, loss  = 0.8938126893753701, accuracy = 0.7877579314799094
Epoch 23, loss  = 0.8958232841593154, accuracy = 0.7894881680159537
Epoch 24, loss  = 0.8881326284814388, accuracy = 0.7902349989492533
Epoch 25, loss  = 0.8680431449666937, accuracy = 0.7972705214303444
Epoch 26, loss  = 0.8723638075463316, accuracy = 0.7966710974400547
Epoch 27, loss  = 0.8871544619824024, accuracy = 0.7942649939203332
Epoch 28, loss  = 0.8686466428827733, accuracy = 0.7984400541308407
Epoch 29, loss  = 0.8739385528767363, accuracy = 0.79746126922304
Epoch 30, loss  = 0.8524146356481187, accuracy = 0.8013774560109056
Epoch 31, loss  = 0.851191099400216, accuracy = 0.8024694330569216
Epoch 32, loss  = 0.8579498245361004, accuracy = 0.8028648418694937
Epoch 33, loss  = 0.8373747128121396, accuracy = 0.8065913909258028
Epoch 34, loss  = 0.8313565846453321, accuracy = 0.8082869182466962
Epoch 35, loss  = 0.8326689829217627, accuracy = 0.8082433983412395
Epoch 36, loss  = 0.8276454964850811, accuracy = 0.8123708422154693
Epoch 37, loss  = 0.8391361691850296, accuracy = 0.8099219065057545
Epoch 38, loss  = 0.826295953354937, accuracy = 0.8123562273003627
Epoch 39, loss  = 0.8373474817326728, accuracy = 0.8123332385589899
Epoch 40, loss  = 0.8216773602556675, accuracy = 0.8163526534515202
Epoch 41, loss  = 0.8214438858184409, accuracy = 0.8154259553027701
Epoch 42, loss  = 0.8114635206283407, accuracy = 0.817999296946989
Epoch 43, loss  = 0.8080686548922924, accuracy = 0.8208442948676999
Epoch 44, loss  = 0.8146618418236996, accuracy = 0.8218329232378601
Epoch 45, loss  = 0.8043771293569119, accuracy = 0.8197248899038664
Epoch 46, loss  = 0.8030387287444257, accuracy = 0.8244037753975353
Epoch 47, loss  = 0.8134985117202109, accuracy = 0.8228400669164129
Epoch 48, loss  = 0.803037122082203, accuracy = 0.8208576590893943
Epoch 49, loss  = 0.800803989552437, accuracy = 0.8244709424286689
Epoch 50, loss  = 0.7949734642150554, accuracy = 0.8245131195959148
Epoch 51, loss  = 0.7744849718631582, accuracy = 0.8290434031903166
Epoch 52, loss  = 0.7833927852042177, accuracy = 0.8276526532710818
Epoch 53, loss  = 0.7872978438722327, accuracy = 0.8289467852955138
Epoch 54, loss  = 0.7758786904050948, accuracy = 0.8304844570085234
Epoch 55, loss  = 0.7691182314081395, accuracy = 0.8304369870791755
Epoch 56, loss  = 0.7773897637712195, accuracy = 0.8313735716554636
Epoch 57, loss  = 0.7822987173465972, accuracy = 0.8327446518753518
Epoch 58, loss  = 0.7838495809981163, accuracy = 0.8337651537009836
Epoch 59, loss  = 0.7845192493276393, accuracy = 0.8340350139439183
Epoch 60, loss  = 0.7957252960255805, accuracy = 0.830923587234962
Epoch 61, loss  = 0.77486859940468, accuracy = 0.8336874287988303
Epoch 62, loss  = 0.7696974566642274, accuracy = 0.8373395075176344
Epoch 63, loss  = 0.7816483658678988, accuracy = 0.8352694687674056
Epoch 64, loss  = 0.76878318241302, accuracy = 0.838128416280811
Epoch 65, loss  = 0.7796488439783137, accuracy = 0.8374326180522706
Epoch 66, loss  = 0.7816338449082476, accuracy = 0.837758887779181
Epoch 67, loss  = 0.7701437193028471, accuracy = 0.840692513803772
Epoch 68, loss  = 0.7784821479878528, accuracy = 0.8379044634701444
Epoch 69, loss  = 0.7572066873946088, accuracy = 0.842991904279597
Epoch 70, loss  = 0.7576094882285341, accuracy = 0.840666206774313
Epoch 71, loss  = 0.7783927322702205, accuracy = 0.8376689185573067
Epoch 72, loss  = 0.7528212864348229, accuracy = 0.8420599106602208
Epoch 73, loss  = 0.7600178341916267, accuracy = 0.8406455014760272
Epoch 74, loss  = 0.7718558524517303, accuracy = 0.8407167781084532
Epoch 75, loss  = 0.7414056687913042, accuracy = 0.8454593907018577
Epoch 76, loss  = 0.7462318822424463, accuracy = 0.8433825406866139
Epoch 77, loss  = 0.7520251707827791, accuracy = 0.8456595228221196
Epoch 78, loss  = 0.7488381389607774, accuracy = 0.8453198923906531
Epoch 79, loss  = 0.7663200540745512, accuracy = 0.8442386683840746
Epoch 80, loss  = 0.7552503924420539, accuracy = 0.8460065160564578
Epoch 81, loss  = 0.7432803543324166, accuracy = 0.8465245867898075
Epoch 82, loss  = 0.7487824472975224, accuracy = 0.8448136726287822
Epoch 83, loss  = 0.7620993303491714, accuracy = 0.8456402789715164
Epoch 84, loss  = 0.7587208433354155, accuracy = 0.8446901865899739
Epoch 85, loss  = 0.7342033869408546, accuracy = 0.847318552144672
Epoch 86, loss  = 0.7365269917122861, accuracy = 0.8489353088914428
Epoch 87, loss  = 0.7521990372779521, accuracy = 0.8468611068398784
Epoch 88, loss  = 0.7410797216790788, accuracy = 0.8481828408064765
Epoch 89, loss  = 0.7348752390831075, accuracy = 0.8516884395359995
Epoch 90, loss  = 0.7363524170632058, accuracy = 0.8495180536568375
Epoch 91, loss  = 0.7288531747270137, accuracy = 0.8502211879737165
Epoch 92, loss  = 0.7442798344378776, accuracy = 0.8498494796814985
