Running with hyperparameters: optimizer=sgd, learning_rate=0.1, batch_size=256, epsilon=10, seed=51, num_epochs=100, delta=1e-05, clip_bound=1.0, problem=2
cuda
Epoch 1, loss  = 1.496797740713079, accuracy = 0.5525388625775666
Epoch 2, loss  = 0.8919271750653044, accuracy = 0.6826490386910399
Epoch 3, loss  = 0.8970219886049311, accuracy = 0.7245839938788785
Epoch 4, loss  = 0.9442953119886682, accuracy = 0.7347810144890441
Epoch 5, loss  = 0.967823274338499, accuracy = 0.7425634376834264
Epoch 6, loss  = 0.9657795251683986, accuracy = 0.7497753908391335
Epoch 7, loss  = 0.9622313370095923, accuracy = 0.7565483543872978
Epoch 8, loss  = 0.9510503132292565, accuracy = 0.7601595038248334
Epoch 9, loss  = 0.9420192827569678, accuracy = 0.7684483050693416
Epoch 10, loss  = 0.9427800855738051, accuracy = 0.7673515931774669
Epoch 11, loss  = 0.9328318496967883, accuracy = 0.7707805028171744
Epoch 12, loss  = 0.9248236592779768, accuracy = 0.7745003643529116
Epoch 13, loss  = 0.9245265118619229, accuracy = 0.7756977798659112
Epoch 14, loss  = 0.8962441505269801, accuracy = 0.7829451393258745
Epoch 15, loss  = 0.8965132781799804, accuracy = 0.7836626076470788
Epoch 16, loss  = 0.8923647710617553, accuracy = 0.7845974489930492
Epoch 17, loss  = 0.8976809237865692, accuracy = 0.7844563759766713
Epoch 18, loss  = 0.8959712175612754, accuracy = 0.7851318259938368
Epoch 19, loss  = 0.8784770892021504, accuracy = 0.7894000492963581
Epoch 20, loss  = 0.8886489903673213, accuracy = 0.7905522009334743
Epoch 21, loss  = 0.8670359444110951, accuracy = 0.7951997215546225
Epoch 22, loss  = 0.8605783333169653, accuracy = 0.7970932984381972
Epoch 23, loss  = 0.8568867181209807, accuracy = 0.7972768129134987
Epoch 24, loss  = 0.8683907569722926, accuracy = 0.7968029582479245
Epoch 25, loss  = 0.8574479554561858, accuracy = 0.8002305433227955
Epoch 26, loss  = 0.8470256823174497, accuracy = 0.8009287866855247
Epoch 27, loss  = 0.8464882108759373, accuracy = 0.802604528178634
Epoch 28, loss  = 0.8376292964245411, accuracy = 0.8068974681526377
Epoch 29, loss  = 0.823414227556675, accuracy = 0.8065015966599342
Epoch 30, loss  = 0.8390366209314225, accuracy = 0.8073879295642391
Epoch 31, loss  = 0.8310609075617283, accuracy = 0.8085580100980693
Epoch 32, loss  = 0.8304719217280124, accuracy = 0.8105137690369917
Epoch 33, loss  = 0.8251001606596277, accuracy = 0.8093814833673568
Epoch 34, loss  = 0.8214206457138061, accuracy = 0.8132260041107652
Epoch 35, loss  = 0.8043549172421719, accuracy = 0.8160903910993417
Epoch 36, loss  = 0.8053920650735814, accuracy = 0.816612035544379
Epoch 37, loss  = 0.8268149033505866, accuracy = 0.8168046081124346
Epoch 38, loss  = 0.8187833120214179, accuracy = 0.8186732036557768
Epoch 39, loss  = 0.8020979427276773, accuracy = 0.8190589337079166
Epoch 40, loss  = 0.8139796678056108, accuracy = 0.8191338679193944
Epoch 41, loss  = 0.7920328535932175, accuracy = 0.8221854362828425
Epoch 42, loss  = 0.8031439885180047, accuracy = 0.8233699040476296
Epoch 43, loss  = 0.785310267894826, accuracy = 0.8236346289282297
Epoch 44, loss  = 0.7834223275488995, accuracy = 0.8258143146240431
Epoch 45, loss  = 0.7829103019643338, accuracy = 0.828752562630756
Epoch 46, loss  = 0.7905627969731676, accuracy = 0.8252801085132043
Epoch 47, loss  = 0.7680839621006175, accuracy = 0.8304220048216974
Epoch 48, loss  = 0.7948783487715619, accuracy = 0.8261564948269827
Epoch 49, loss  = 0.777702252915565, accuracy = 0.8301694441108395
Epoch 50, loss  = 0.7811694090670728, accuracy = 0.8305464758324316
Epoch 51, loss  = 0.7665431475385707, accuracy = 0.8320979270534813
Epoch 52, loss  = 0.7785957038402558, accuracy = 0.8315024429191936
Epoch 53, loss  = 0.7539416606121875, accuracy = 0.8347290327052934
Epoch 54, loss  = 0.7526589714466257, accuracy = 0.8368797045372449
Epoch 55, loss  = 0.7599828708679118, accuracy = 0.8345363272364321
Epoch 56, loss  = 0.7806799385141819, accuracy = 0.8338957709023768
Epoch 57, loss  = 0.7506668204956867, accuracy = 0.8371674293663139
Epoch 58, loss  = 0.7437005171116362, accuracy = 0.8383475930393767
Epoch 59, loss  = 0.7566582230811424, accuracy = 0.8381085159884838
Epoch 60, loss  = 0.7401973635592359, accuracy = 0.8376247129486005
Epoch 61, loss  = 0.7357923153867113, accuracy = 0.8409095527332147
Epoch 62, loss  = 0.7344274785924465, accuracy = 0.8412256395844621
Epoch 63, loss  = 0.7448774430345981, accuracy = 0.8404490830636668
Epoch 64, loss  = 0.7396720456316116, accuracy = 0.8420758629838461
Epoch 65, loss  = 0.7326275091221992, accuracy = 0.8430108120082953
Epoch 66, loss  = 0.7448626198667161, accuracy = 0.8410126556059896
Epoch 67, loss  = 0.7279855830872313, accuracy = 0.8441007609273212
Epoch 68, loss  = 0.7281305112737291, accuracy = 0.8459947600778873
Epoch 69, loss  = 0.7340093400884182, accuracy = 0.8463381639324978
Epoch 70, loss  = 0.7348502292277965, accuracy = 0.8451088100905111
Epoch 71, loss  = 0.7361572136270239, accuracy = 0.8458345398325829
Epoch 72, loss  = 0.717714372340669, accuracy = 0.8482324755745868
Epoch 73, loss  = 0.7212472041870686, accuracy = 0.8484475468333582
Epoch 74, loss  = 0.7477461471202526, accuracy = 0.8439618529674704
Epoch 75, loss  = 0.7278249278981634, accuracy = 0.8473212449365233
Epoch 76, loss  = 0.7281352407120644, accuracy = 0.8471666735655993
Epoch 77, loss  = 0.7155141598366677, accuracy = 0.8499714622983436
Epoch 78, loss  = 0.707822611864577, accuracy = 0.8503215283790562
Epoch 79, loss  = 0.7230810927583816, accuracy = 0.851300878560298
Epoch 80, loss  = 0.7263998040493499, accuracy = 0.8504082074912005
Epoch 81, loss  = 0.7296298023234022, accuracy = 0.8513028259659745
Epoch 82, loss  = 0.7259141417259866, accuracy = 0.8494327692621083
Epoch 83, loss  = 0.6931947460834016, accuracy = 0.8545169444067336
Epoch 84, loss  = 0.729846450749864, accuracy = 0.8514543845234352
Epoch 85, loss  = 0.691794675334971, accuracy = 0.8541324748864322
Epoch 86, loss  = 0.725225537508092, accuracy = 0.8532155772256261
Epoch 87, loss  = 0.7255659799626533, accuracy = 0.8532611019558849
Epoch 88, loss  = 0.7138130375679503, accuracy = 0.8539357979485479
Epoch 89, loss  = 0.7300173798774151, accuracy = 0.8527321457594309
Epoch 90, loss  = 0.7289797465851966, accuracy = 0.8531333961804968
Epoch 91, loss  = 0.7163847703882988, accuracy = 0.8546312364879105
Epoch 92, loss  = 0.7131180967422242, accuracy = 0.85623767682596
Epoch 93, loss  = 0.7190799113283766, accuracy = 0.8545596599911651
Epoch 94, loss  = 0.7025481273519232, accuracy = 0.8569294276365813
Epoch 95, loss  = 0.7208678433235656, accuracy = 0.8581446419294079
Epoch 96, loss  = 0.7198810379555884, accuracy = 0.8552389183223387
Epoch 97, loss  = 0.7091543713782696, accuracy = 0.8581030341735786
Epoch 98, loss  = 0.7201228708662886, accuracy = 0.8570667553484692
Epoch 99, loss  = 0.7142387566414286, accuracy = 0.8565149554015807
Epoch 100, loss  = 0.7105702211248114, accuracy = 0.8594271153692008
Epsilon: 9.99557930028823, Delta: 1e-05, Time Taken for Training 884.517205953598
Loss: 0.8006237203121185, Accuracy: 0.847
Model saved as 'results/fashion_mnist_2c2d/sgd/models/model_type_classification_learning_rate_0.1_num_epochs_100_batch_size_256_sample_rate_0.004266666666666667_epsilon_10_noise_multiplier_0.666656494140625_delta_1e-05_clip_bound_1.0_seed_51_.pth'
Results saved as 'results/fashion_mnist_2c2d/sgd/json/model_type_classification_learning_rate_0.1_num_epochs_100_batch_size_256_sample_rate_0.004266666666666667_epsilon_10_noise_multiplier_0.666656494140625_delta_1e-05_clip_bound_1.0_seed_51_.json'
