Running with hyperparameters: optimizer=sgd, learning_rate=0.01, batch_size=128, epsilon=10, seed=71, num_epochs=100, delta=1e-05, clip_bound=1.0, problem=2
cuda
Epoch 1, loss  = 2.180557052463865, accuracy = 0.37509163617900637
Epoch 2, loss  = 1.7447036131104428, accuracy = 0.5921709988024753
Epoch 3, loss  = 1.302480401006589, accuracy = 0.6086952970214626
Epoch 4, loss  = 1.0746420483345163, accuracy = 0.6137884008106684
Epoch 5, loss  = 0.9695950845665515, accuracy = 0.6298197949968061
Epoch 6, loss  = 0.9363811265176801, accuracy = 0.6412429920022341
Epoch 7, loss  = 0.9026526294029089, accuracy = 0.6690439986217989
Epoch 8, loss  = 0.8889862260838816, accuracy = 0.689452835797152
Epoch 9, loss  = 0.8650604500445221, accuracy = 0.7077525801940127
Epoch 10, loss  = 0.8761004233665304, accuracy = 0.7125193932284872
Epoch 11, loss  = 0.8850664085925006, accuracy = 0.7165638876977353
Epoch 12, loss  = 0.8840838440699872, accuracy = 0.7230747337392233
Epoch 13, loss  = 0.9080888097728493, accuracy = 0.7222790323075402
Epoch 14, loss  = 0.9128213935315228, accuracy = 0.7267256319643671
Epoch 15, loss  = 0.9140688774428134, accuracy = 0.7325764964749919
Epoch 16, loss  = 0.9289135276508738, accuracy = 0.729990596256047
Epoch 17, loss  = 0.9333717904365393, accuracy = 0.734594808805947
Epoch 18, loss  = 0.9336727781336445, accuracy = 0.7367853709406055
Epoch 19, loss  = 0.9499118153982834, accuracy = 0.7399288377868083
Epoch 20, loss  = 0.9564066854621301, accuracy = 0.7403249866783482
Epoch 21, loss  = 0.9673678469556227, accuracy = 0.740609428261344
Epoch 22, loss  = 0.9690214091780852, accuracy = 0.7409505423219382
Epoch 23, loss  = 0.9609279969353666, accuracy = 0.7440480733103922
Epoch 24, loss  = 0.9767379028075285, accuracy = 0.7455280755596508
Epoch 25, loss  = 0.9792342474465685, accuracy = 0.7435714375670259
Epoch 26, loss  = 0.9702033603242212, accuracy = 0.7479469352588477
Epoch 27, loss  = 0.9706869162221962, accuracy = 0.7481664824015988
Epoch 28, loss  = 0.9755327088365169, accuracy = 0.751219229928811
Epoch 29, loss  = 0.971232769458787, accuracy = 0.7525558578063865
Epoch 30, loss  = 0.9674363011744485, accuracy = 0.7550172614354813
Epoch 31, loss  = 0.9603519008230808, accuracy = 0.7552731216167912
Epoch 32, loss  = 0.9582342225859668, accuracy = 0.7568993816633846
Epoch 33, loss  = 0.9669129760153512, accuracy = 0.756090618152523
Epoch 34, loss  = 0.9603029884763364, accuracy = 0.7581773129058611
Epoch 35, loss  = 0.9621940076605343, accuracy = 0.7604274353319032
Epoch 36, loss  = 0.9637644940347814, accuracy = 0.7584025397784909
Epoch 37, loss  = 0.9600254571768266, accuracy = 0.7577617967904403
Epoch 38, loss  = 0.9601844692789415, accuracy = 0.7601418955277747
Epoch 39, loss  = 0.9532672597019911, accuracy = 0.7639842596149914
Epoch 40, loss  = 0.949894885582202, accuracy = 0.7626250875923627
Epoch 41, loss  = 0.936059842485863, accuracy = 0.7660342225931049
Epoch 42, loss  = 0.9488566622678151, accuracy = 0.7632748058895616
Epoch 43, loss  = 0.9562279298615608, accuracy = 0.7659118977274022
Epoch 44, loss  = 0.9597498106676886, accuracy = 0.7658947333555175
Epoch 45, loss  = 0.9272421972075505, accuracy = 0.7703555145875585
Epoch 46, loss  = 0.9390805429741264, accuracy = 0.7670332871317488
Epoch 47, loss  = 0.9511953040099601, accuracy = 0.7658590248001382
Epoch 48, loss  = 0.9419351128626988, accuracy = 0.7694625817439599
Epoch 49, loss  = 0.9368012422945962, accuracy = 0.7694276322274851
Epoch 50, loss  = 0.9280229761148058, accuracy = 0.7699819385165749
Epoch 51, loss  = 0.944152197731075, accuracy = 0.7702050232407154
Epoch 52, loss  = 0.9305052218406693, accuracy = 0.7725231132167248
Epoch 53, loss  = 0.9157333996123088, accuracy = 0.7723568103362499
Epoch 54, loss  = 0.9549656163400678, accuracy = 0.7687214615255905
Epoch 55, loss  = 0.9290072186542219, accuracy = 0.7741924435683162
Epoch 56, loss  = 0.9400004384868434, accuracy = 0.7737037909911301
Epoch 57, loss  = 0.9212263362494104, accuracy = 0.7754360932748439
Epoch 58, loss  = 0.9248454913274565, accuracy = 0.7756389911941898
Epoch 59, loss  = 0.9274927556896007, accuracy = 0.7758051347272631
Epoch 60, loss  = 0.9306376585319861, accuracy = 0.773476530144914
Epoch 61, loss  = 0.9248702458735468, accuracy = 0.7783088036302257
Epoch 62, loss  = 0.9028362349025222, accuracy = 0.7803223976304157
Epoch 63, loss  = 0.9077937449854828, accuracy = 0.7784783748001711
Epoch 64, loss  = 0.9353637250501718, accuracy = 0.7767335879777421
Epoch 65, loss  = 0.9045162068755388, accuracy = 0.7806874081382787
Epoch 66, loss  = 0.9022264075177565, accuracy = 0.7804426102265046
Epoch 67, loss  = 0.9221400496547919, accuracy = 0.7782829356159807
Epoch 68, loss  = 0.9219068760302529, accuracy = 0.7780442421697386
Epoch 69, loss  = 0.9095158796828947, accuracy = 0.7801488612866253
Epoch 70, loss  = 0.8996445479423507, accuracy = 0.7814827430931489
Epoch 71, loss  = 0.8989794165976266, accuracy = 0.7828932237046653
Epoch 72, loss  = 0.8992214306458227, accuracy = 0.7810984033469495
Epoch 73, loss  = 0.8934905384140991, accuracy = 0.7855264967812331
Epoch 74, loss  = 0.9113054947176976, accuracy = 0.7810638332594227
Epoch 75, loss  = 0.9062486449792695, accuracy = 0.7829376373283512
Epoch 76, loss  = 0.9119500310054974, accuracy = 0.7807251949142169
Epoch 77, loss  = 0.8978615748221432, accuracy = 0.7864350138845275
Epoch 78, loss  = 0.9021252457266932, accuracy = 0.7835644757284759
Epoch 79, loss  = 0.8917472244325731, accuracy = 0.7864132202834175
Epoch 80, loss  = 0.9013752662805098, accuracy = 0.781830080454797
Epoch 81, loss  = 0.8950893884020319, accuracy = 0.7832504873138593
Epoch 82, loss  = 0.8972265710200328, accuracy = 0.7849934949509388
Epoch 83, loss  = 0.8864417653093969, accuracy = 0.7853451939605821
Epoch 84, loss  = 0.8892305546096647, accuracy = 0.7863912211378374
Epoch 85, loss  = 0.9142012371818649, accuracy = 0.784170627891896
Epoch 86, loss  = 0.8930382996734018, accuracy = 0.7866973086248268
Epoch 87, loss  = 0.8884735665977128, accuracy = 0.787067245734392
Epoch 88, loss  = 0.8949250153768291, accuracy = 0.7884875514754437
Epoch 89, loss  = 0.9055196889427933, accuracy = 0.7857006818602978
Epoch 90, loss  = 0.8813509395890144, accuracy = 0.789012527785937
Epoch 91, loss  = 0.880324714028759, accuracy = 0.7893209080167466
Epoch 92, loss  = 0.8915986329761904, accuracy = 0.786717718239056
Epoch 93, loss  = 0.8933274731325951, accuracy = 0.7869941774502713
Epoch 94, loss  = 0.8893153192137858, accuracy = 0.7896184750151453
Epoch 95, loss  = 0.8885350165082447, accuracy = 0.7901930808023183
Epoch 96, loss  = 0.8769469325349275, accuracy = 0.7919356942440644
Epoch 97, loss  = 0.8858981487085061, accuracy = 0.7900033970773644
Epoch 98, loss  = 0.8871797875427743, accuracy = 0.7905462657910302
Epoch 99, loss  = 0.8751253345246508, accuracy = 0.7909118555040062
Epoch 100, loss  = 0.8793612955602755, accuracy = 0.7922666198994334
Epsilon: 9.991050572038537, Delta: 1e-05, Time Taken for Training 1206.5766987800598
Loss: 0.9167195769309997, Accuracy: 0.7844
Model saved as 'results/fashion_mnist_2c2d/sgd/models/model_type_classification_learning_rate_0.01_num_epochs_100_batch_size_128_sample_rate_0.0021333333333333334_epsilon_10_noise_multiplier_0.591583251953125_delta_1e-05_clip_bound_1.0_seed_71_.pth'
Results saved as 'results/fashion_mnist_2c2d/sgd/json/model_type_classification_learning_rate_0.01_num_epochs_100_batch_size_128_sample_rate_0.0021333333333333334_epsilon_10_noise_multiplier_0.591583251953125_delta_1e-05_clip_bound_1.0_seed_71_.json'
