Running with hyperparameters: optimizer=sgd, learning_rate=1.0, batch_size=128, epsilon=10, seed=14, num_epochs=100, delta=1e-05, clip_bound=1.0, problem=2
cuda
Epoch 1, loss  = 1.1364360956240818, accuracy = 0.7167183574147952
Epoch 2, loss  = 1.1169875780783736, accuracy = 0.786914206576544
Epoch 3, loss  = 1.2278010019742605, accuracy = 0.8012544820377022
Epoch 4, loss  = 1.3940919927442506, accuracy = 0.7982138550246665
Epoch 5, loss  = 1.4801244959394053, accuracy = 0.8068567423598119
Epoch 6, loss  = 1.5686365504508841, accuracy = 0.8031647116219433
Epoch 7, loss  = 1.4502930111214043, accuracy = 0.8105156770489177
Epoch 8, loss  = 1.4727488348224778, accuracy = 0.8070093096827533
Epoch 9, loss  = 1.417504266126832, accuracy = 0.8107374358236252
Epoch 10, loss  = 1.4266163345847303, accuracy = 0.8070831396974744
Epoch 11, loss  = 1.3291650486907471, accuracy = 0.8097195383094706
Epoch 12, loss  = 1.2682596830162667, accuracy = 0.8109361014108636
Epoch 13, loss  = 1.3460778935885886, accuracy = 0.8170169179169885
Epoch 14, loss  = 1.3369812658473628, accuracy = 0.814824145137375
Epoch 15, loss  = 1.3310979476361386, accuracy = 0.814338014936411
Epoch 16, loss  = 1.2819268197647289, accuracy = 0.8198302328971647
Epoch 17, loss  = 1.3403809972917602, accuracy = 0.8144994676388841
Epoch 18, loss  = 1.3300014170629384, accuracy = 0.816326841220516
Epoch 19, loss  = 1.3310560221229788, accuracy = 0.8182880657477558
Epoch 20, loss  = 1.3860219741172628, accuracy = 0.8122487650241017
Epoch 21, loss  = 1.3850399534077025, accuracy = 0.8116294428229168
Epoch 22, loss  = 1.383607238721746, accuracy = 0.8121894987641518
Epoch 23, loss  = 1.3145608205530943, accuracy = 0.8173093417465692
Epoch 24, loss  = 1.3195034522237554, accuracy = 0.8167255607779518
Epoch 25, loss  = 1.3713930528809521, accuracy = 0.8099068369778724
Epoch 26, loss  = 1.364446503711916, accuracy = 0.8104706650853454
Epoch 27, loss  = 1.324973609338183, accuracy = 0.809727997535271
Epoch 28, loss  = 1.3137767784503986, accuracy = 0.81069176460356
Epoch 29, loss  = 1.3459902849278724, accuracy = 0.8126413404811106
Epoch 30, loss  = 1.346195854675541, accuracy = 0.8122726810079219
Epoch 31, loss  = 1.3083282313240108, accuracy = 0.8137482319390518
Epoch 32, loss  = 1.3601042235583893, accuracy = 0.8110537221169887
Epoch 33, loss  = 1.3018003750457439, accuracy = 0.8140413104440186
Epoch 34, loss  = 1.3207094562587454, accuracy = 0.8154551780035698
Epoch 35, loss  = 1.2774267216354036, accuracy = 0.816276299810221
Epoch 36, loss  = 1.245954314528752, accuracy = 0.815148465394694
Epoch 37, loss  = 1.2768330530825454, accuracy = 0.8127522345767536
Epoch 38, loss  = 1.2933812056268965, accuracy = 0.8157278517022314
