Running with hyperparameters: optimizer=sgd, learning_rate=1.0, batch_size=256, epsilon=10, seed=71, num_epochs=100, delta=1e-05, clip_bound=1.0, problem=2
cuda
Epoch 1, loss  = 1.0636921038018896, accuracy = 0.6979094975104675
Epoch 2, loss  = 0.9370605275986043, accuracy = 0.7772047579236794
Epoch 3, loss  = 0.9085311486365947, accuracy = 0.7966846579586658
Epoch 4, loss  = 0.8700516345653128, accuracy = 0.8128639522024096
Epoch 5, loss  = 0.8705416765618832, accuracy = 0.8187116807730819
Epoch 6, loss  = 0.8633122336357197, accuracy = 0.8298604864450959
Epoch 7, loss  = 0.8744234389447151, accuracy = 0.8359965054607293
Epoch 8, loss  = 0.8782821615959736, accuracy = 0.8400048726867388
Epoch 9, loss  = 0.8716430817512756, accuracy = 0.8426440761294081
Epoch 10, loss  = 0.8820858734719297, accuracy = 0.8469454013691157
Epoch 11, loss  = 0.8656142958935271, accuracy = 0.8475498936046697
Epoch 12, loss  = 0.9017451456252564, accuracy = 0.8505606150140458
Epoch 13, loss  = 0.8877309293188947, accuracy = 0.8514816778810113
Epoch 14, loss  = 0.8994019299111468, accuracy = 0.8511155000071687
Epoch 15, loss  = 0.8952767433004176, accuracy = 0.8537249135588635
Epoch 16, loss  = 0.8977626688936924, accuracy = 0.8566642652809794
Epoch 17, loss  = 0.8860254744265942, accuracy = 0.85761521923039
Epoch 18, loss  = 0.8778540347484832, accuracy = 0.8540080895942666
Epoch 19, loss  = 0.8925831776984194, accuracy = 0.8590311476235171
Epoch 20, loss  = 0.9166882478176279, accuracy = 0.8549418690850998
Epoch 21, loss  = 0.9061221688351733, accuracy = 0.8594656144812955
Epoch 22, loss  = 0.919625900780901, accuracy = 0.8575555943596611
Epoch 23, loss  = 0.9133804035947678, accuracy = 0.8556886788993967
Epoch 24, loss  = 0.923113416230425, accuracy = 0.8607372836074604
Epoch 25, loss  = 0.8959730603593461, accuracy = 0.8620055391638716
Epoch 26, loss  = 0.9063983441667354, accuracy = 0.8599522272982036
Epoch 27, loss  = 0.8869827530485519, accuracy = 0.8641454529394853
Epoch 28, loss  = 0.9156247931592008, accuracy = 0.859478321563557
Epoch 29, loss  = 0.9217389261468928, accuracy = 0.8590312911430705
Epoch 30, loss  = 0.9259441026981841, accuracy = 0.8597710226013151
Epoch 31, loss  = 0.9021640414887286, accuracy = 0.8633922237867402
Epoch 32, loss  = 0.9457530326031623, accuracy = 0.8598131204083783
Epoch 33, loss  = 0.9092175496385453, accuracy = 0.8646507162840911
Epoch 34, loss  = 0.9223647608401927, accuracy = 0.8630927114388591
Epoch 35, loss  = 0.9070187427896135, accuracy = 0.8635599961724034
Epoch 36, loss  = 0.9104618724356306, accuracy = 0.8661836287632491
Epoch 37, loss  = 0.9029524739752425, accuracy = 0.8657082086395947
Epoch 38, loss  = 0.8947192275777777, accuracy = 0.8660811895150123
Epoch 39, loss  = 0.9071385837615804, accuracy = 0.8652557061582422
Epoch 40, loss  = 0.9297507005803128, accuracy = 0.8668015398385713
Epoch 41, loss  = 0.9295128657462749, accuracy = 0.8646248613276843
Epoch 42, loss  = 0.893417256309631, accuracy = 0.8662654159414217
Epoch 43, loss  = 0.9160595306690703, accuracy = 0.8633640431457661
Epoch 44, loss  = 0.9254666447639466, accuracy = 0.8625458537570926
Epoch 45, loss  = 0.8847352442589212, accuracy = 0.8675974836752253
Epoch 46, loss  = 0.9036812020109055, accuracy = 0.867009117759022
Epoch 47, loss  = 0.9114644442466979, accuracy = 0.8663016447655296
Epoch 48, loss  = 0.8985737151287971, accuracy = 0.8706435702619338
Epoch 49, loss  = 0.8942858980057088, accuracy = 0.8683412927854928
Epoch 50, loss  = 0.891023872380561, accuracy = 0.8711066223678832
Epoch 51, loss  = 0.9116376941508435, accuracy = 0.8649421003835743
Epoch 52, loss  = 0.8959200743665087, accuracy = 0.8667228258930753
Epoch 53, loss  = 0.9049720792060203, accuracy = 0.8677862734233789
