Running with hyperparameters: optimizer=sgd, learning_rate=0.1, batch_size=256, epsilon=5, seed=14, num_epochs=100, delta=1e-05, clip_bound=1.0, problem=2
cuda
Epoch 1, loss  = 1.5764822373998926, accuracy = 0.5340656231623986
Epoch 2, loss  = 0.9092169716003093, accuracy = 0.669213267128605
Epoch 3, loss  = 0.8949645633393145, accuracy = 0.7212995121778104
Epoch 4, loss  = 0.9388151574642101, accuracy = 0.7332432792105142
Epoch 5, loss  = 0.9756154948092521, accuracy = 0.740662392235647
Epoch 6, loss  = 0.9900146517347782, accuracy = 0.7457552494082021
Epoch 7, loss  = 0.968107046979539, accuracy = 0.7544986447187875
Epoch 8, loss  = 0.9783607731474206, accuracy = 0.7596829027208186
Epoch 9, loss  = 0.9673086219645561, accuracy = 0.7616874194081155
Epoch 10, loss  = 0.9586329429707628, accuracy = 0.7667163469542955
Epoch 11, loss  = 0.9611142856009462, accuracy = 0.7689225156641945
Epoch 12, loss  = 0.9524093721775299, accuracy = 0.7700738282932853
Epoch 13, loss  = 0.9437736960167581, accuracy = 0.7710129665161094
Epoch 14, loss  = 0.9383424862902215, accuracy = 0.7747689482930393
Epoch 15, loss  = 0.9353427798190015, accuracy = 0.7763129836931589
Epoch 16, loss  = 0.9420212459056936, accuracy = 0.775255381171023
Epoch 17, loss  = 0.9204862424667846, accuracy = 0.7819834510876763
Epoch 18, loss  = 0.9205631119139651, accuracy = 0.7805745896216307
Epoch 19, loss  = 0.9097455443219936, accuracy = 0.7826478537913726
Epoch 20, loss  = 0.9033625749831504, accuracy = 0.7852369217281316
Epoch 21, loss  = 0.9110728943601568, accuracy = 0.7840558263147958
Epoch 22, loss  = 0.8957564754688994, accuracy = 0.7881933338833764
Epoch 23, loss  = 0.8967564717252203, accuracy = 0.7895163065373763
Epoch 24, loss  = 0.8896619023160731, accuracy = 0.7903129632821208
Epoch 25, loss  = 0.8694120577041139, accuracy = 0.7978991579663437
Epoch 26, loss  = 0.8757408225789983, accuracy = 0.796765167853396
Epoch 27, loss  = 0.8911968233737539, accuracy = 0.7944797563195052
Epoch 28, loss  = 0.8723679240713729, accuracy = 0.798234833396719
Epoch 29, loss  = 0.8743791258081477, accuracy = 0.7982227641846615
Epoch 30, loss  = 0.8519139912534267, accuracy = 0.8014262184006735
Epoch 31, loss  = 0.8501820730402114, accuracy = 0.8030393963200213
Epoch 32, loss  = 0.8570162133967623, accuracy = 0.8030047611621285
Epoch 33, loss  = 0.8372854580270483, accuracy = 0.8070652192571203
Epoch 34, loss  = 0.8309114132789855, accuracy = 0.8087424864855168
Epoch 35, loss  = 0.8326898075164633, accuracy = 0.8087792875922153
Epoch 36, loss  = 0.8275299744403108, accuracy = 0.8138042019821576
Epoch 37, loss  = 0.8398777784185206, accuracy = 0.8113026924208842
Epoch 38, loss  = 0.8287732284119789, accuracy = 0.8131418452008223
Epoch 39, loss  = 0.8394747469019382, accuracy = 0.8131562991133287
Epoch 40, loss  = 0.8232183831803342, accuracy = 0.8175241009538139
Epoch 41, loss  = 0.8232660998689367, accuracy = 0.8168075469917524
Epoch 42, loss  = 0.8117097441186296, accuracy = 0.8192671237882196
Epoch 43, loss  = 0.8098648984381493, accuracy = 0.8215042573020308
Epoch 44, loss  = 0.815505005831414, accuracy = 0.8232753782737031
Epoch 45, loss  = 0.8046725637101112, accuracy = 0.8207650806590221
Epoch 46, loss  = 0.8042956082110709, accuracy = 0.825647376551961
Epoch 47, loss  = 0.8161060495579496, accuracy = 0.8239618299150834
Epoch 48, loss  = 0.8044947506265437, accuracy = 0.8216597313674946
Epoch 49, loss  = 0.8018355751291234, accuracy = 0.8251400210529426
Epoch 50, loss  = 0.7967069922609532, accuracy = 0.8255313157583606
Epoch 51, loss  = 0.7767240275727941, accuracy = 0.8299769097473261
Epoch 52, loss  = 0.7864822794782355, accuracy = 0.827566816347651
Epoch 53, loss  = 0.7915199610781163, accuracy = 0.8297042261680527
Epoch 54, loss  = 0.7809656386679792, accuracy = 0.8314141442821603
Epoch 55, loss  = 0.7753138324047657, accuracy = 0.8314925254555668
Epoch 56, loss  = 0.7795626185041793, accuracy = 0.8321836013478143
Epoch 57, loss  = 0.7871311740672334, accuracy = 0.8336504006659067
Epoch 58, loss  = 0.7897607160375474, accuracy = 0.8342049979570242
