Running with hyperparameters: optimizer=sgd, learning_rate=1.0, batch_size=128, epsilon=1, seed=14, num_epochs=100, delta=1e-05, clip_bound=1.0, problem=2
cuda
Epoch 1, loss  = 4.462759144778953, accuracy = 0.6173790323175572
Epoch 2, loss  = 15.352614778953829, accuracy = 0.6087424592794471
Epoch 3, loss  = 24.566995834236714, accuracy = 0.628696822536004
Epoch 4, loss  = 31.281512628486162, accuracy = 0.6107614824270496
Epoch 5, loss  = 31.350269012613847, accuracy = 0.5998447410307806
Epoch 6, loss  = 22.61406078623302, accuracy = 0.5935365445475744
Epoch 7, loss  = 5.874078783399261, accuracy = 0.5085036763352239
Epoch 8, loss  = 4.40565199485974, accuracy = 0.4199962927953208
Epoch 9, loss  = 4.610538919597293, accuracy = 0.37683632186527055
Epoch 10, loss  = 5.305429309670097, accuracy = 0.35933644837240286
Epoch 11, loss  = 4.883442548292278, accuracy = 0.334960526507009
Epoch 12, loss  = 5.026494278582429, accuracy = 0.3119095792651619
Epoch 13, loss  = 7.1846608020095175, accuracy = 0.3293948127122432
Epoch 14, loss  = 6.756116473852699, accuracy = 0.24128484083358048
Epoch 15, loss  = 6.813160659916111, accuracy = 0.16778682492427102
Epoch 16, loss  = 5.497173186304218, accuracy = 0.12592186965055052
Epoch 17, loss  = 6.741966198248141, accuracy = 0.15852701120949844
Epoch 18, loss  = 4.86873729142553, accuracy = 0.1040371167621101
Epoch 19, loss  = 7.955139015275024, accuracy = 0.1569398284885013
Epoch 20, loss  = 7.163422056861015, accuracy = 0.1788145200490235
Epoch 21, loss  = 7.408317362575897, accuracy = 0.1654807572638534
Epoch 22, loss  = 10.519096706976006, accuracy = 0.16530319910187324
Epoch 23, loss  = 11.501099323667189, accuracy = 0.1253359162277832
Epoch 24, loss  = 9.860124181836907, accuracy = 0.11669371077114819
Epoch 25, loss  = 11.357633733037693, accuracy = 0.10172036174538579
Epoch 26, loss  = 10.396931281221955, accuracy = 0.09953782257042781
Epoch 27, loss  = 10.697007844697184, accuracy = 0.11932184056997623
Epoch 28, loss  = 12.182120147290261, accuracy = 0.10411936461696923
Epoch 29, loss  = 10.696597253335819, accuracy = 0.10010380702059182
Epoch 30, loss  = 18.133895362618127, accuracy = 0.09955672516712351
Epoch 31, loss  = 13.57249438635576, accuracy = 0.0986159096463893
Epoch 32, loss  = 12.307773443681599, accuracy = 0.10137535467107552
Epoch 33, loss  = 18.838457457292307, accuracy = 0.10549056024208299
Epoch 34, loss  = 16.094794457909394, accuracy = 0.10246623589059206
Epoch 35, loss  = 26.077304858897033, accuracy = 0.1007292896813604
Epoch 36, loss  = 18.39650926406958, accuracy = 0.10303367851605887
Epoch 37, loss  = 15.820026604605635, accuracy = 0.10042013820045753
Epoch 38, loss  = 18.14111932813486, accuracy = 0.10524891151108907
Epoch 39, loss  = 20.296023438988463, accuracy = 0.10176216074134443
Epoch 40, loss  = 15.893419083755916, accuracy = 0.10236504215849727
Epoch 41, loss  = 20.432186093157544, accuracy = 0.10324506642505167
Epoch 42, loss  = 26.914822634349246, accuracy = 0.10256234811133906
Epoch 43, loss  = 21.66104191706887, accuracy = 0.09985709560980705
Epoch 44, loss  = 26.704938815855012, accuracy = 0.10051425390425951
Epoch 45, loss  = 19.5939557343912, accuracy = 0.10033909509341445
Epoch 46, loss  = 26.963547962815014, accuracy = 0.09966787272813447
Epoch 47, loss  = 33.792932040147434, accuracy = 0.10054225241444993
Epoch 48, loss  = 19.72801091523567, accuracy = 0.1049381588857779
Epoch 49, loss  = 24.28215831225869, accuracy = 0.10040666474057959
Epoch 50, loss  = 15.289049877032543, accuracy = 0.10394344940419953
Epoch 51, loss  = 24.167499471066602, accuracy = 0.10306100742421825
Epoch 52, loss  = 26.820407182168857, accuracy = 0.10190512115366683
Epoch 53, loss  = 26.51198957774685, accuracy = 0.10465158204967143
Epoch 54, loss  = 15.54001180602035, accuracy = 0.10348394957902891
Epoch 55, loss  = 19.445245960373867, accuracy = 0.09794162917550356
Epoch 56, loss  = 26.599079350164452, accuracy = 0.10157158966536262
Epoch 57, loss  = 28.1958543766282, accuracy = 0.10616206885705744
Epoch 58, loss  = 54.554802796479734, accuracy = 0.10512534389432515
Epoch 59, loss  = 48.344137387489205, accuracy = 0.10192760392628113
Epoch 60, loss  = 63.92926938396527, accuracy = 0.09924578251369434
Epoch 61, loss  = 50.38973002393109, accuracy = 0.10240914323375414
Epoch 62, loss  = 46.61887824662459, accuracy = 0.10275134386284802
Epoch 63, loss  = 45.35882143476116, accuracy = 0.10320102040766745
Epoch 64, loss  = 37.880095160592084, accuracy = 0.1002221809525035
Epoch 65, loss  = 34.866588939735884, accuracy = 0.10331165864001228
Epoch 66, loss  = 27.43398044205932, accuracy = 0.09951468674185915
Epoch 67, loss  = 35.90316378129825, accuracy = 0.10450917913072812
Epoch 68, loss  = 63.51745829195865, accuracy = 0.10250364623884549
Epoch 69, loss  = 73.20399249133779, accuracy = 0.10376740485270514
Epoch 70, loss  = 58.50020189020934, accuracy = 0.10310136311151419
Epoch 71, loss  = 71.5231472713861, accuracy = 0.10144663643085518
Epoch 72, loss  = 45.787654989055476, accuracy = 0.09828401832679495
Epoch 73, loss  = 55.97992688862246, accuracy = 0.10011385759922004
Epoch 74, loss  = 60.03715674455232, accuracy = 0.09898793774286396
Epoch 75, loss  = 66.34667800281093, accuracy = 0.0997939720578922
Epoch 76, loss  = 64.07858532425692, accuracy = 0.09936503463018141
Epoch 77, loss  = 56.08632228420233, accuracy = 0.10203628247548534
