Running with hyperparameters: optimizer=sgd, learning_rate=0.1, batch_size=128, epsilon=10, seed=14, num_epochs=100, delta=1e-05, clip_bound=1.0, problem=2
cuda
Epoch 1, loss  = 1.2485746051202704, accuracy = 0.5955531744981737
Epoch 2, loss  = 0.9314340269133481, accuracy = 0.7264055020505882
Epoch 3, loss  = 0.9703602154117658, accuracy = 0.7480629892591966
Epoch 4, loss  = 1.0000117988601676, accuracy = 0.7535181014512103
Epoch 5, loss  = 0.9726331518657172, accuracy = 0.7610002443580294
Epoch 6, loss  = 0.9630088729899067, accuracy = 0.7668552657635814
Epoch 7, loss  = 0.9496937963499952, accuracy = 0.7729720917558872
Epoch 8, loss  = 0.944697285575399, accuracy = 0.77360487286303
Epoch 9, loss  = 0.9299187046378407, accuracy = 0.7801010872992322
Epoch 10, loss  = 0.920421175356867, accuracy = 0.7814559693393442
Epoch 11, loss  = 0.9158989588207782, accuracy = 0.7840579856349188
Epoch 12, loss  = 0.8924701529652325, accuracy = 0.7887096639253421
Epoch 13, loss  = 0.8778186242209315, accuracy = 0.7957282568145904
Epoch 14, loss  = 0.8867296823052201, accuracy = 0.7977565302465742
Epoch 15, loss  = 0.8593686492458336, accuracy = 0.8008082258910383
Epoch 16, loss  = 0.8382756706239827, accuracy = 0.8055308613762305
Epoch 17, loss  = 0.8487190059634414, accuracy = 0.8067209105753679
Epoch 18, loss  = 0.8505871539303997, accuracy = 0.8126482711581576
Epoch 19, loss  = 0.8392989202730183, accuracy = 0.8141871291287486
Epoch 20, loss  = 0.8370337893586677, accuracy = 0.8137598011509782
Epoch 21, loss  = 0.8399055424783783, accuracy = 0.8166028678655579
Epoch 22, loss  = 0.8227102395568067, accuracy = 0.82242154596823
Epoch 23, loss  = 0.807035327974413, accuracy = 0.8255002404118158
Epoch 24, loss  = 0.8047230474349024, accuracy = 0.8281193420268632
Epoch 25, loss  = 0.8014100230833107, accuracy = 0.8271758159364418
Epoch 26, loss  = 0.8188934142528567, accuracy = 0.8280134265598803
Epoch 27, loss  = 0.787754443440356, accuracy = 0.8328910886756256
Epoch 28, loss  = 0.8078658498807757, accuracy = 0.8324882244982776
Epoch 29, loss  = 0.8056382495584264, accuracy = 0.8332919825740657
Epoch 30, loss  = 0.799988727389114, accuracy = 0.8372774682001521
Epoch 31, loss  = 0.7910254915385867, accuracy = 0.8355822071222653
Epoch 32, loss  = 0.7941419778348032, accuracy = 0.8351958645526436
Epoch 33, loss  = 0.7975635839296557, accuracy = 0.8386780678280211
Epoch 34, loss  = 0.8006193487247678, accuracy = 0.8386459137909164
Epoch 35, loss  = 0.7968133137043096, accuracy = 0.8415029469293812
Epoch 36, loss  = 0.7875308460518241, accuracy = 0.8416004721257035
Epoch 37, loss  = 0.7886560950388533, accuracy = 0.8431507322755627
Epoch 38, loss  = 0.7727362054116182, accuracy = 0.8447521308529672
Epoch 39, loss  = 0.786028122851081, accuracy = 0.8444412475479574
Epoch 40, loss  = 0.7926543950716823, accuracy = 0.8428794602508161
Epoch 41, loss  = 0.798389358370543, accuracy = 0.8434960442693205
Epoch 42, loss  = 0.7880833500356816, accuracy = 0.8473540042118453
Epoch 43, loss  = 0.766417330897439, accuracy = 0.8465046595522924
Epoch 44, loss  = 0.75834365370177, accuracy = 0.8477733705973469
Epoch 45, loss  = 0.7591560844546442, accuracy = 0.8506551841339947
