Running with hyperparameters: optimizer=sgd, learning_rate=0.1, batch_size=256, epsilon=1, seed=14, num_epochs=100, delta=1e-05, clip_bound=1.0, problem=2
cuda
Epoch 1, loss  = 1.583985739819547, accuracy = 0.5323304948501102
Epoch 2, loss  = 0.9056903237992144, accuracy = 0.6789441897662118
Epoch 3, loss  = 0.8995000329423458, accuracy = 0.722921529077941
Epoch 4, loss  = 0.945866151566201, accuracy = 0.7351560830969645
Epoch 5, loss  = 0.9960268865240381, accuracy = 0.7419414623065951
Epoch 6, loss  = 1.0023326467960438, accuracy = 0.7454860959021838
Epoch 7, loss  = 0.9890569263316216, accuracy = 0.7537428455445099
Epoch 8, loss  = 0.9996728729694447, accuracy = 0.759567416483017
Epoch 9, loss  = 0.9718086891985954, accuracy = 0.7642101144238433
Epoch 10, loss  = 0.9652283967809474, accuracy = 0.7679914859151473
Epoch 11, loss  = 0.9798256600156744, accuracy = 0.7707496267225824
Epoch 12, loss  = 0.9651914434230074, accuracy = 0.7724375971702154
Epoch 13, loss  = 0.9615814269857204, accuracy = 0.7729547776216295
Epoch 14, loss  = 0.9593537977401246, accuracy = 0.774304059496982
Epoch 15, loss  = 0.9698510758420255, accuracy = 0.7773691555431166
Epoch 16, loss  = 0.9836675600802645, accuracy = 0.773819658421523
Epoch 17, loss  = 0.9775708046365291, accuracy = 0.7806305409048895
Epoch 18, loss  = 0.9797928216609549, accuracy = 0.7786444171537285
Epoch 19, loss  = 0.9691442058441487, accuracy = 0.7811917599886375
Epoch 20, loss  = 0.9603153353041791, accuracy = 0.7841370475318
Epoch 21, loss  = 0.9653771712424907, accuracy = 0.7830922228893384
Epoch 22, loss  = 0.9372197797957887, accuracy = 0.7890031884848636
Epoch 23, loss  = 0.9354271442332166, accuracy = 0.7904610444265814
Epoch 24, loss  = 0.9271919953062179, accuracy = 0.7944695816429921
Epoch 25, loss  = 0.9016099655881841, accuracy = 0.8030177599491868
Epoch 26, loss  = 0.9192996403004261, accuracy = 0.8006514280848425
Epoch 27, loss  = 0.948485408438013, accuracy = 0.8006662165500767
Epoch 28, loss  = 0.9140043877540751, accuracy = 0.8051519928014444
Epoch 29, loss  = 0.9182042999470488, accuracy = 0.8049804321956477
Epoch 30, loss  = 0.9011144947498403, accuracy = 0.8073682743509434
Epoch 31, loss  = 0.9013659185551582, accuracy = 0.8066155092836578
Epoch 32, loss  = 0.9105174163554577, accuracy = 0.8086392625710148
Epoch 33, loss  = 0.9097099915463873, accuracy = 0.81270863761698
Epoch 34, loss  = 0.9096001822897728, accuracy = 0.810449362666073
Epoch 35, loss  = 0.937018943847494, accuracy = 0.8102032731217516
Epoch 36, loss  = 0.9439775572178212, accuracy = 0.8132855440071408
Epoch 37, loss  = 0.9628058098732157, accuracy = 0.809845742836334
Epoch 38, loss  = 0.9551615664299499, accuracy = 0.8092323365597547
Epoch 39, loss  = 0.9909048519235977, accuracy = 0.8105058635788602
Epoch 40, loss  = 0.9693596236249233, accuracy = 0.8126660783754946
Epoch 41, loss  = 0.9662757779689546, accuracy = 0.8158496044473433
Epoch 42, loss  = 0.964006004181314, accuracy = 0.8159742014892822
Epoch 43, loss  = 0.9735733093099391, accuracy = 0.8198047461273951
Epoch 44, loss  = 0.9697101062916694, accuracy = 0.8205428852273459
Epoch 45, loss  = 0.9612733726805829, accuracy = 0.820263623049514
Epoch 46, loss  = 0.9690313986007203, accuracy = 0.8226038611395784
Epoch 47, loss  = 0.9997693411847378, accuracy = 0.8209529881530127
Epoch 48, loss  = 0.983230959354563, accuracy = 0.8189806520372582
Epoch 49, loss  = 0.9800502437226316, accuracy = 0.8223536020952689
Epoch 50, loss  = 0.9940770225321993, accuracy = 0.8203646758761914
Epoch 51, loss  = 0.9693310235409026, accuracy = 0.8238630705657367
Epoch 52, loss  = 0.994974999858978, accuracy = 0.8198565410864185
