Running with hyperparameters: optimizer=sgd, learning_rate=0.1, batch_size=128, epsilon=5, seed=71, num_epochs=100, delta=1e-05, clip_bound=1.0, problem=2
cuda
Epoch 1, loss  = 1.1852905816360833, accuracy = 0.614611729829612
Epoch 2, loss  = 0.9254527570469293, accuracy = 0.7309316022370733
Epoch 3, loss  = 0.9682813479956279, accuracy = 0.7489453510826412
Epoch 4, loss  = 0.9599087641818691, accuracy = 0.7612562109573248
Epoch 5, loss  = 0.9392978851474932, accuracy = 0.7716895127181049
Epoch 6, loss  = 0.9388251368806306, accuracy = 0.7758968652292635
Epoch 7, loss  = 0.9221081400095527, accuracy = 0.7810007248714486
Epoch 8, loss  = 0.9226109821404984, accuracy = 0.7840991071710888
Epoch 9, loss  = 0.9052851852704721, accuracy = 0.7907413571404371
Epoch 10, loss  = 0.9065198931358517, accuracy = 0.7920641251589261
Epoch 11, loss  = 0.8997719232588689, accuracy = 0.7945929953046997
Epoch 12, loss  = 0.8712506483612793, accuracy = 0.8001507681275327
Epoch 13, loss  = 0.8733122245843477, accuracy = 0.7993729968809279
Epoch 14, loss  = 0.8546462745935932, accuracy = 0.8064252388042827
Epoch 15, loss  = 0.850788227721318, accuracy = 0.8080159395772585
Epoch 16, loss  = 0.8521118119581422, accuracy = 0.8098573545756917
Epoch 17, loss  = 0.8449441369281394, accuracy = 0.8127572067015607
Epoch 18, loss  = 0.8505463507383871, accuracy = 0.8144665203638175
Epoch 19, loss  = 0.839080133544865, accuracy = 0.8175700647092338
Epoch 20, loss  = 0.8366393929224278, accuracy = 0.81871224039722
Epoch 21, loss  = 0.8405950514238272, accuracy = 0.8185312226034274
Epoch 22, loss  = 0.8237349816731044, accuracy = 0.8211768904504205
Epoch 23, loss  = 0.8091920592002014, accuracy = 0.8250357889466032
Epoch 24, loss  = 0.8159947291111895, accuracy = 0.825210598984676
Epoch 25, loss  = 0.8018714852932928, accuracy = 0.8294762658135241
Epoch 26, loss  = 0.8060720812664357, accuracy = 0.8295881940521423
Epoch 27, loss  = 0.8200531452576488, accuracy = 0.8298305405981251
Epoch 28, loss  = 0.8276159140601087, accuracy = 0.8334343176127115
Epoch 29, loss  = 0.8122458264136365, accuracy = 0.8337760389746615
Epoch 30, loss  = 0.7976715965692931, accuracy = 0.8361018562998228
Epoch 31, loss  = 0.7873340597284882, accuracy = 0.837001275820524
Epoch 32, loss  = 0.8056862613857428, accuracy = 0.8373706188890847
Epoch 33, loss  = 0.7932504189294031, accuracy = 0.8384951971072735
Epoch 34, loss  = 0.8049404674501561, accuracy = 0.8385781210512679
Epoch 35, loss  = 0.8047729677864229, accuracy = 0.8422151576514727
Epoch 36, loss  = 0.8161586065536369, accuracy = 0.8411506036513451
Epoch 37, loss  = 0.7984279942855652, accuracy = 0.8435016858106862
Epoch 38, loss  = 0.8207046502688801, accuracy = 0.8408780720720118
Epoch 39, loss  = 0.8228380682308283, accuracy = 0.8446086936226993
Epoch 40, loss  = 0.8004678156711399, accuracy = 0.8452203691315503
Epoch 41, loss  = 0.8136304153053999, accuracy = 0.8466788855160975
Epoch 42, loss  = 0.8325214727855186, accuracy = 0.8457095891168422
Epoch 43, loss  = 0.827542948760966, accuracy = 0.8457672005380515
Epoch 44, loss  = 0.8393435720632325, accuracy = 0.8465412296142267
Epoch 45, loss  = 0.8127026805110069, accuracy = 0.8518089785229226
Epoch 46, loss  = 0.8239508359544059, accuracy = 0.8479779330582822
Epoch 47, loss  = 0.8195522234383931, accuracy = 0.851087134798619
Epoch 48, loss  = 0.8298472080276464, accuracy = 0.8489409588028175
Epoch 49, loss  = 0.8378148407442991, accuracy = 0.8505089430578645
Epoch 50, loss  = 0.8354526820467479, accuracy = 0.8510558898902053
Epoch 51, loss  = 0.8263313102442572, accuracy = 0.8523890655244258
Epoch 52, loss  = 0.8253249656925323, accuracy = 0.8522393396414444
Epoch 53, loss  = 0.8082208907616927, accuracy = 0.8538095166258707
Epoch 54, loss  = 0.8697986173858521, accuracy = 0.8494723761079032
Epoch 55, loss  = 0.8504690386847392, accuracy = 0.8531195075183016
Epoch 56, loss  = 0.8706326541234689, accuracy = 0.8501347812765436
Epoch 57, loss  = 0.8409510890939342, accuracy = 0.8539119092882248
Epoch 58, loss  = 0.8514981972002017, accuracy = 0.8541182261544448
Epoch 59, loss  = 0.874672801827571, accuracy = 0.8519515272952353
Epoch 60, loss  = 0.8734208501096982, accuracy = 0.8511076672018664
Epoch 61, loss  = 0.8729021260097846, accuracy = 0.8541429397196632
Epoch 62, loss  = 0.8430311800892165, accuracy = 0.8540791720291138
Epoch 63, loss  = 0.8479580693979507, accuracy = 0.8558206170522941
Epoch 64, loss  = 0.9086216394898734, accuracy = 0.8546153222955366
Epoch 65, loss  = 0.8821665894851756, accuracy = 0.8546428833745564
Epoch 66, loss  = 0.865200756741231, accuracy = 0.8538784766297324
Epoch 67, loss  = 0.881166379970274, accuracy = 0.8533253587685561
Epoch 68, loss  = 0.8837093674043602, accuracy = 0.8549693778025207
Epoch 69, loss  = 0.8674670929339394, accuracy = 0.8546826065006033
Epoch 70, loss  = 0.8810453682756627, accuracy = 0.8568201860792021
Epoch 71, loss  = 0.8808197130018206, accuracy = 0.8565806545530533
Epoch 72, loss  = 0.87849496263685, accuracy = 0.8550146416815708
Epoch 73, loss  = 0.8759110817459347, accuracy = 0.8580796727222058
Epoch 74, loss  = 0.8852161242763625, accuracy = 0.8576404120029567
Epoch 75, loss  = 0.8777082643783423, accuracy = 0.856455413397581
Epoch 76, loss  = 0.902736972517042, accuracy = 0.855164947545052
