Running with hyperparameters: optimizer=sgd, learning_rate=0.1, batch_size=256, epsilon=5, seed=92, num_epochs=100, delta=1e-05, clip_bound=1.0, problem=2
cuda
Epoch 1, loss  = 1.5429959320007487, accuracy = 0.5564591729393045
Epoch 2, loss  = 0.9135112841078575, accuracy = 0.6839136695689538
Epoch 3, loss  = 0.924289138012744, accuracy = 0.7252543955671027
Epoch 4, loss  = 0.9559318763144473, accuracy = 0.7361906976307856
Epoch 5, loss  = 0.9750688306828763, accuracy = 0.74454326230649
Epoch 6, loss  = 0.9852494541634904, accuracy = 0.7468177991507338
Epoch 7, loss  = 0.9871275021674785, accuracy = 0.75423625535806
Epoch 8, loss  = 0.9840098152769373, accuracy = 0.7591054968775571
Epoch 9, loss  = 0.9888694818983687, accuracy = 0.758444903225913
Epoch 10, loss  = 0.9710412918253147, accuracy = 0.7637273122532087
Epoch 11, loss  = 0.9485203162152717, accuracy = 0.7695368422173723
Epoch 12, loss  = 0.9500423000213948, accuracy = 0.7692859782235852
Epoch 13, loss  = 0.9370292879165487, accuracy = 0.7716456362617353
Epoch 14, loss  = 0.9316954894268766, accuracy = 0.7719283473541615
Epoch 15, loss  = 0.9198561658250525, accuracy = 0.7775621855868068
Epoch 16, loss  = 0.9043797531026475, accuracy = 0.7823733392368313
Epoch 17, loss  = 0.9230528849236509, accuracy = 0.7807188361433088
Epoch 18, loss  = 0.907904167885476, accuracy = 0.7832052766760725
Epoch 19, loss  = 0.9041696271997817, accuracy = 0.7854257862743791
Epoch 20, loss  = 0.9126756959773125, accuracy = 0.7855554812151506
Epoch 21, loss  = 0.8870904468475505, accuracy = 0.789876749250976
Epoch 22, loss  = 0.8859559491593787, accuracy = 0.7889099271453404
Epoch 23, loss  = 0.8869992545310487, accuracy = 0.7902980610702152
Epoch 24, loss  = 0.8699405342974561, accuracy = 0.792254068626879
Epoch 25, loss  = 0.8751916966539748, accuracy = 0.7953147908671618
Epoch 26, loss  = 0.8767962651049838, accuracy = 0.7940037146312194
Epoch 27, loss  = 0.8610791427023867, accuracy = 0.7967045610621039
Epoch 28, loss  = 0.8572541728932807, accuracy = 0.8003132053180328
Epoch 29, loss  = 0.8516847039790864, accuracy = 0.8011407707233135
Epoch 30, loss  = 0.8338736913305648, accuracy = 0.8054506837187152
Epoch 31, loss  = 0.8482838978158667, accuracy = 0.8050924903335516
Epoch 32, loss  = 0.8339538586900589, accuracy = 0.807614952185943
Epoch 33, loss  = 0.8334601652114949, accuracy = 0.8073106480702866
Epoch 34, loss  = 0.8326009601988691, accuracy = 0.8105890154060412
Epoch 35, loss  = 0.8307494221849644, accuracy = 0.8112861195416228
Epoch 36, loss  = 0.84748099737979, accuracy = 0.8117138286513109
Epoch 37, loss  = 0.825159563663158, accuracy = 0.8133137484871115
Epoch 38, loss  = 0.8440305539902221, accuracy = 0.8133081564966619
Epoch 39, loss  = 0.8432624269039073, accuracy = 0.8129675519801984
Epoch 40, loss  = 0.8346368759236438, accuracy = 0.814944360157572
Epoch 41, loss  = 0.8163701295852661, accuracy = 0.8180027674561747
Epoch 42, loss  = 0.8314384768617914, accuracy = 0.8153936094713454
Epoch 43, loss  = 0.8090099811553955, accuracy = 0.8205698193119955
Epoch 44, loss  = 0.813446779454008, accuracy = 0.8205372459431838
Epoch 45, loss  = 0.8031446659818609, accuracy = 0.8237816289700276
Epoch 46, loss  = 0.8174945949239933, accuracy = 0.8223648059234264
Epoch 47, loss  = 0.8136279972309762, accuracy = 0.8222540157840288
Epoch 48, loss  = 0.7815727129895637, accuracy = 0.8253571678967546
Epoch 49, loss  = 0.8016206464868911, accuracy = 0.8247692172987667
Epoch 50, loss  = 0.8000419527926343, accuracy = 0.8257343434120888
Epoch 51, loss  = 0.8010634374111256, accuracy = 0.8253950688927456
Epoch 52, loss  = 0.7920113265514374, accuracy = 0.8279530958947704
Epoch 53, loss  = 0.7980038202823476, accuracy = 0.8262980899132483
Epoch 54, loss  = 0.7853583436062995, accuracy = 0.8286781340990953
Epoch 55, loss  = 0.7756236465687447, accuracy = 0.8316023697505935
Epoch 56, loss  = 0.795947151742083, accuracy = 0.8281236920395981
Epoch 57, loss  = 0.7800247219014675, accuracy = 0.8318415433965501
Epoch 58, loss  = 0.7880445523464933, accuracy = 0.8322162923323839
Epoch 59, loss  = 0.7915750922040736, accuracy = 0.8325585173598512
Epoch 60, loss  = 0.777808020723627, accuracy = 0.8346600198150376
Epoch 61, loss  = 0.765069532648046, accuracy = 0.8375867592356495
Epoch 62, loss  = 0.7643562457662948, accuracy = 0.8380022757199616
Epoch 63, loss  = 0.767265905725195, accuracy = 0.8373625473360282
Epoch 64, loss  = 0.7607416236654241, accuracy = 0.8375861351082773
Epoch 65, loss  = 0.7926150163437458, accuracy = 0.8368051683296283
Epoch 66, loss  = 0.7724306426149734, accuracy = 0.8371704303828992
Epoch 67, loss  = 0.7744531451387608, accuracy = 0.8387731497788166
Epoch 68, loss  = 0.7764470872726846, accuracy = 0.8394431555935787
Epoch 69, loss  = 0.7690098132224793, accuracy = 0.839103753927543
Epoch 70, loss  = 0.7562179349838419, accuracy = 0.8433740356391203
Epoch 71, loss  = 0.7680182451897479, accuracy = 0.8430947509945208
Epoch 72, loss  = 0.7686826979860346, accuracy = 0.8432458107740749
Epoch 73, loss  = 0.7608212146353215, accuracy = 0.8449782936892661
Epoch 74, loss  = 0.7663044116598494, accuracy = 0.8445791537376596
Epoch 75, loss  = 0.7723233059365698, accuracy = 0.8424427219656837
Epoch 76, loss  = 0.7580688212780242, accuracy = 0.8445638933390017
Epoch 77, loss  = 0.7622128146760008, accuracy = 0.8460769822443811
Epoch 78, loss  = 0.75157906121396, accuracy = 0.8478760647551212
Epoch 79, loss  = 0.7426836685931429, accuracy = 0.8474342452801532
Epoch 80, loss  = 0.7620464146137238, accuracy = 0.8476140615103843
Epoch 81, loss  = 0.7424918935654011, accuracy = 0.8483454852273329
Epoch 82, loss  = 0.7454801463066263, accuracy = 0.8467513733858724
Epoch 83, loss  = 0.7581679765214311, accuracy = 0.8462482228767192
Epoch 84, loss  = 0.7497094775768036, accuracy = 0.8473074044776885
