Running with hyperparameters: optimizer=sgd, learning_rate=0.1, batch_size=128, epsilon=5, seed=14, num_epochs=100, delta=1e-05, clip_bound=1.0, problem=2
cuda
Epoch 1, loss  = 1.249409120855555, accuracy = 0.5955283684353907
Epoch 2, loss  = 0.9320724309126197, accuracy = 0.7270070850511923
Epoch 3, loss  = 0.9718060080430655, accuracy = 0.7483374286136157
Epoch 4, loss  = 1.0025951085822669, accuracy = 0.7540453531301999
Epoch 5, loss  = 0.9740539529938688, accuracy = 0.7615255696136531
Epoch 6, loss  = 0.9652653597056993, accuracy = 0.7671976598531977
Epoch 7, loss  = 0.9523979248776873, accuracy = 0.7736898775359633
Epoch 8, loss  = 0.9494023384697148, accuracy = 0.7739299791416163
Epoch 9, loss  = 0.9366270015234632, accuracy = 0.7799559837833582
Epoch 10, loss  = 0.9277147634197146, accuracy = 0.7817916756737054
Epoch 11, loss  = 0.9240747969160711, accuracy = 0.7841524142612025
Epoch 12, loss  = 0.8993694487411076, accuracy = 0.7897865693228512
Epoch 13, loss  = 0.881013209758791, accuracy = 0.7965861370441061
Epoch 14, loss  = 0.8877685764578106, accuracy = 0.7994851708115949
Epoch 15, loss  = 0.8613531041119907, accuracy = 0.8031116133193984
Epoch 16, loss  = 0.8386426508299577, accuracy = 0.8073494801798784
Epoch 17, loss  = 0.850585337895066, accuracy = 0.8085345401605897
Epoch 18, loss  = 0.8566652688898766, accuracy = 0.8151354780775509
Epoch 19, loss  = 0.8465143332222124, accuracy = 0.8150490454745795
Epoch 20, loss  = 0.8466592250602332, accuracy = 0.8148994264777824
Epoch 21, loss  = 0.8504736150251523, accuracy = 0.8178922991190773
Epoch 22, loss  = 0.8391469542278664, accuracy = 0.8229606309578746
Epoch 23, loss  = 0.8225204412108545, accuracy = 0.8259118904319459
Epoch 24, loss  = 0.8246807352439173, accuracy = 0.8291812411826722
Epoch 25, loss  = 0.8222331253450308, accuracy = 0.8281084721069861
Epoch 26, loss  = 0.8406272542629161, accuracy = 0.8282610347650651
Epoch 27, loss  = 0.8097812744663723, accuracy = 0.8321769933427546
Epoch 28, loss  = 0.8297033581906544, accuracy = 0.8319254716549123
Epoch 29, loss  = 0.8220055612928069, accuracy = 0.8331267298437043
Epoch 30, loss  = 0.8162120505690829, accuracy = 0.8370592420956362
Epoch 31, loss  = 0.8080905189773421, accuracy = 0.8364238764017284
Epoch 32, loss  = 0.8191859835881923, accuracy = 0.8355477996619353
Epoch 33, loss  = 0.8297502256151456, accuracy = 0.8377446927198738
Epoch 34, loss  = 0.8273058292835251, accuracy = 0.8378425425872287
Epoch 35, loss  = 0.8228910333439231, accuracy = 0.8407618796866582
Epoch 36, loss  = 0.8161010188080354, accuracy = 0.8415235146644741
Epoch 37, loss  = 0.8145102066780204, accuracy = 0.8421803773712174
Epoch 38, loss  = 0.8015963588950477, accuracy = 0.8437707534086065
Epoch 39, loss  = 0.8166495165082691, accuracy = 0.8426759498218295
Epoch 40, loss  = 0.821883337329954, accuracy = 0.8420024879688065
Epoch 41, loss  = 0.8363196921628168, accuracy = 0.8417661400373413
Epoch 42, loss  = 0.8334480577440404, accuracy = 0.8444879116528514
Epoch 43, loss  = 0.8072265117153176, accuracy = 0.8453913304261546
Epoch 44, loss  = 0.7979464729203344, accuracy = 0.8465740445493617
Epoch 45, loss  = 0.8062509870224162, accuracy = 0.8479508432848606
Epoch 46, loss  = 0.8098561439687001, accuracy = 0.8472316868471846
Epoch 47, loss  = 0.8273368812064881, accuracy = 0.850172742607044
Epoch 48, loss  = 0.8156240937679307, accuracy = 0.8485460652826071
Epoch 49, loss  = 0.8432914270266795, accuracy = 0.8496641786023991
Epoch 50, loss  = 0.8199471366176727, accuracy = 0.8493181613573529
Epoch 51, loss  = 0.8182118213507158, accuracy = 0.8481128563305256
Epoch 52, loss  = 0.8117191025188991, accuracy = 0.8493088418334623
Epoch 53, loss  = 0.8171395838324195, accuracy = 0.8487259638094146
Epoch 54, loss  = 0.7997292780926996, accuracy = 0.8519958033381236
Epoch 55, loss  = 0.8164766423229469, accuracy = 0.8535023625520516
Epoch 56, loss  = 0.8378478265139085, accuracy = 0.8512085967649594
Epoch 57, loss  = 0.8263600131214809, accuracy = 0.8514236642309104
Epoch 58, loss  = 0.871086448113293, accuracy = 0.848388193050869
Epoch 59, loss  = 0.8400332277009228, accuracy = 0.8529900960769583
Epoch 60, loss  = 0.8512005607075275, accuracy = 0.8525007954631294
Epoch 61, loss  = 0.835640290462132, accuracy = 0.8520532456990989
Epoch 62, loss  = 0.8503743507333402, accuracy = 0.8527680561141149
Epoch 63, loss  = 0.8477451429883046, accuracy = 0.8535016400196075
Epoch 64, loss  = 0.8372303328788611, accuracy = 0.8532282592742056
Epoch 65, loss  = 0.8457702196546709, accuracy = 0.8561016499555564
Epoch 66, loss  = 0.8373816341860716, accuracy = 0.8555594188837318
Epoch 67, loss  = 0.8651426571772806, accuracy = 0.8533955826856988
Epoch 68, loss  = 0.8515517907991592, accuracy = 0.8519991971208958
Epoch 69, loss  = 0.8317272848030651, accuracy = 0.8555037034011829
Epoch 70, loss  = 0.8618408195626761, accuracy = 0.85477833299073
Epoch 71, loss  = 0.8310455721197352, accuracy = 0.8574188887902792
Epoch 72, loss  = 0.8707942435863429, accuracy = 0.8556570013408622
Epoch 73, loss  = 0.8435371645223866, accuracy = 0.8578853709798583
Epoch 74, loss  = 0.8496660279439711, accuracy = 0.8571117936492508
Epoch 75, loss  = 0.8556908187009632, accuracy = 0.8566674434410745
Epoch 76, loss  = 0.8492616459504881, accuracy = 0.857471506153992
Epoch 77, loss  = 0.8372157842937563, accuracy = 0.8604706909122652
Epoch 78, loss  = 0.8681495895009559, accuracy = 0.8569170872701225
Epoch 79, loss  = 0.8534427870120576, accuracy = 0.8571674142246022
Epoch 80, loss  = 0.8567967247734192, accuracy = 0.8595420855733422
Epoch 81, loss  = 0.868442275948616, accuracy = 0.8566217940232774
Epoch 82, loss  = 0.8841559198111105, accuracy = 0.8579157963209448
Epoch 83, loss  = 0.8819079353039199, accuracy = 0.8574472199794667
Epoch 84, loss  = 0.8888838327070797, accuracy = 0.8576153153675845
Epoch 85, loss  = 0.8854985125283442, accuracy = 0.857735214306408
Epoch 86, loss  = 0.8615291530389522, accuracy = 0.859033891964702
Epoch 87, loss  = 0.8951262421826564, accuracy = 0.8588897238089142
Epoch 88, loss  = 0.8812478909106143, accuracy = 0.8610894704286246
Epoch 89, loss  = 0.8893529774664816, accuracy = 0.859092327962947
Epoch 90, loss  = 0.8594284933894428, accuracy = 0.8607619465279785
Epoch 91, loss  = 0.8878271551147453, accuracy = 0.86294740710267
Epoch 92, loss  = 0.9026898833861483, accuracy = 0.8578114564658376
Epoch 93, loss  = 0.8978690667701429, accuracy = 0.860863746286484
Epoch 94, loss  = 0.897365762035984, accuracy = 0.8596936904508167
Epoch 95, loss  = 0.9262059034823354, accuracy = 0.8603660443096506
