Running with hyperparameters: optimizer=sgd, learning_rate=0.01, batch_size=256, epsilon=10, seed=92, num_epochs=100, delta=1e-05, clip_bound=1.0, problem=2
cuda
Epoch 1, loss  = 2.268455458701925, accuracy = 0.2655729272028212
Epoch 2, loss  = 2.1671327763415396, accuracy = 0.47584321515653205
Epoch 3, loss  = 2.00116057243753, accuracy = 0.5537151689380808
Epoch 4, loss  = 1.7780784348224072, accuracy = 0.5811195774591431
Epoch 5, loss  = 1.5403620958328248, accuracy = 0.6099569855841926
Epoch 6, loss  = 1.34604143741283, accuracy = 0.6180490212946257
Epoch 7, loss  = 1.1977684746397304, accuracy = 0.6279989750264796
Epoch 8, loss  = 1.0872592801743366, accuracy = 0.6377938881427756
Epoch 9, loss  = 1.028992424112685, accuracy = 0.6399769837346428
Epoch 10, loss  = 0.9823289145814612, accuracy = 0.6455720740923304
Epoch 11, loss  = 0.9451092068185197, accuracy = 0.6555864455472192
Epoch 12, loss  = 0.9280452416298237, accuracy = 0.6615423407344362
Epoch 13, loss  = 0.9025624232089265, accuracy = 0.6751435940833357
Epoch 14, loss  = 0.8947392993784965, accuracy = 0.6820969767291316
Epoch 15, loss  = 0.8876179626647462, accuracy = 0.6874010249220799
Epoch 16, loss  = 0.8767376504045852, accuracy = 0.6961754394981383
Epoch 17, loss  = 0.8875268555702047, accuracy = 0.6990167458530072
Epoch 18, loss  = 0.8887572377286059, accuracy = 0.7016892023142315
Epoch 19, loss  = 0.8842701998162776, accuracy = 0.7089691838158447
Epoch 20, loss  = 0.8999677919326945, accuracy = 0.7089137696431246
Epoch 21, loss  = 0.8920257208195138, accuracy = 0.7147163415937012
Epoch 22, loss  = 0.8998686448056648, accuracy = 0.7155822664271208
Epoch 23, loss  = 0.9108618467412096, accuracy = 0.717545482453747
Epoch 24, loss  = 0.9051364178353167, accuracy = 0.7223379550782479
Epoch 25, loss  = 0.9234478488881537, accuracy = 0.7226512758556332
Epoch 26, loss  = 0.9294636249542236, accuracy = 0.7222564972335553
Epoch 27, loss  = 0.9318513819511901, accuracy = 0.7246788304960847
Epoch 28, loss  = 0.9324821479777072, accuracy = 0.728154932482304
Epoch 29, loss  = 0.933178006080871, accuracy = 0.7294449086122908
Epoch 30, loss  = 0.9280040636975715, accuracy = 0.7296278848752603
Epoch 31, loss  = 0.9351208207455087, accuracy = 0.732403301974119
Epoch 32, loss  = 0.9443195776736483, accuracy = 0.7307657363753718
Epoch 33, loss  = 0.9524877023189626, accuracy = 0.7335535185896543
Epoch 34, loss  = 0.9458373488263881, accuracy = 0.736111112425026
Epoch 35, loss  = 0.9483834720672445, accuracy = 0.7395606539846902
Epoch 36, loss  = 0.9596715886542138, accuracy = 0.7374731409764863
Epoch 37, loss  = 0.9558423009324581, accuracy = 0.7402405994501251
Epoch 38, loss  = 0.9645361185073853, accuracy = 0.7374528857550208
Epoch 39, loss  = 0.9749216888813262, accuracy = 0.7385710134430006
Epoch 40, loss  = 0.9757463051917705, accuracy = 0.7388340532587623
Epoch 41, loss  = 0.9679358687806636, accuracy = 0.7407660607562777
Epoch 42, loss  = 0.9872989083858247, accuracy = 0.7388602823030627
Epoch 43, loss  = 0.9584320223077815, accuracy = 0.7433738772406883
Epoch 44, loss  = 0.962198378684673, accuracy = 0.7431739124441841
Epoch 45, loss  = 0.9762362459872631, accuracy = 0.7424285899741202
Epoch 46, loss  = 0.9730283536809556, accuracy = 0.7459928476330382
Epoch 47, loss  = 0.9820321986015806, accuracy = 0.7431925279527586
Epoch 48, loss  = 0.9672997720698093, accuracy = 0.7456517567267398
Epoch 49, loss  = 0.9905132029918914, accuracy = 0.7433532760778435
Epoch 50, loss  = 0.9808131593338987, accuracy = 0.7481825053793035
Epoch 51, loss  = 0.9939575101466889, accuracy = 0.7455537690728369
Epoch 52, loss  = 0.9826466831755131, accuracy = 0.7467145208327788
Epoch 53, loss  = 0.9877254962921143, accuracy = 0.7478090827965552
Epoch 54, loss  = 0.9859483115216519, accuracy = 0.748404849396165
Epoch 55, loss  = 0.9828635149813713, accuracy = 0.7500775909005287
Epoch 56, loss  = 1.0001309422736473, accuracy = 0.746713804974762
Epoch 57, loss  = 0.985505551987506, accuracy = 0.7500491019305252
Epoch 58, loss  = 0.9881327000070126, accuracy = 0.7494217677554582
Epoch 59, loss  = 1.001431487468963, accuracy = 0.7489074604695968
Epoch 60, loss  = 0.987270202535264, accuracy = 0.7514939292230006
Epoch 61, loss  = 0.9680522487518636, accuracy = 0.7550962217013278
Epoch 62, loss  = 0.9814790291989103, accuracy = 0.7522950566161476
Epoch 63, loss  = 0.9859258050614215, accuracy = 0.7544185201046425
Epoch 64, loss  = 0.9828557985894224, accuracy = 0.7528859373358708
Epoch 65, loss  = 1.000498289250313, accuracy = 0.7515957513606492
Epoch 66, loss  = 0.9911515727956244, accuracy = 0.7540423101596558
Epoch 67, loss  = 0.9924406974873644, accuracy = 0.7557705444731034
Epoch 68, loss  = 0.983354134508904, accuracy = 0.7564905040506417
Epoch 69, loss  = 0.9769756116765611, accuracy = 0.7555115141168779
Epoch 70, loss  = 0.9721083618224935, accuracy = 0.7567975256278671
Epoch 71, loss  = 0.9821442936329131, accuracy = 0.7571815502783958
Epoch 72, loss  = 0.9736147999763489, accuracy = 0.7609038929859342
Epoch 73, loss  = 0.9818810293015013, accuracy = 0.7593568360521027
Epoch 74, loss  = 0.9747828027035328, accuracy = 0.7613311711887543
Epoch 75, loss  = 0.9824420444508817, accuracy = 0.7576691130476366
Epoch 76, loss  = 0.9717389241177985, accuracy = 0.7581100834614541
Epoch 77, loss  = 0.9726531693275938, accuracy = 0.7594109564598778
Epoch 78, loss  = 0.9678139257938304, accuracy = 0.7615408438295339
Epoch 79, loss  = 0.9700066272248613, accuracy = 0.7596357625354755
Epoch 80, loss  = 0.9714402383946358, accuracy = 0.7621903445154503
Epoch 81, loss  = 0.9781528827991891, accuracy = 0.7620676161543948
Epoch 82, loss  = 0.9688689389127366, accuracy = 0.7634436599311573
Epoch 83, loss  = 0.9830817826250766, accuracy = 0.7591331663965534
Epoch 84, loss  = 0.9719267784280979, accuracy = 0.7596252191558374
Epoch 85, loss  = 0.9730101783224877, accuracy = 0.7615064483965635
Epoch 86, loss  = 0.9770776462047658, accuracy = 0.7609473409029626
Epoch 87, loss  = 0.9782865189491434, accuracy = 0.7613201613813617
Epoch 88, loss  = 0.9758316871967722, accuracy = 0.7616465053623063
Epoch 89, loss  = 0.965990152257554, accuracy = 0.7659316039450256
Epoch 90, loss  = 0.9686125078099839, accuracy = 0.7618826580381781
Epoch 91, loss  = 0.9640018526543962, accuracy = 0.7641499535333748
Epoch 92, loss  = 0.9737552954795513, accuracy = 0.7632411829981436
Epoch 93, loss  = 0.9627706857437783, accuracy = 0.7636049261034235
Epoch 94, loss  = 0.9439295601337514, accuracy = 0.7675901370469406
