Running with hyperparameters: optimizer=sgd, learning_rate=0.001, batch_size=128, epsilon=1, seed=71, num_epochs=100, delta=1e-05, clip_bound=1.0, problem=2
cuda
Epoch 1, loss  = 2.296017286874084, accuracy = 0.11252407514059307
Epoch 2, loss  = 2.27528939114959, accuracy = 0.16227963886424174
Epoch 3, loss  = 2.25473076295751, accuracy = 0.19886446414694472
Epoch 4, loss  = 2.233105721504195, accuracy = 0.3030135223422277
Epoch 5, loss  = 2.208031309184743, accuracy = 0.40172394775647247
Epoch 6, loss  = 2.1799877930297527, accuracy = 0.44625660045465765
Epoch 7, loss  = 2.147372556393589, accuracy = 0.47168467587987434
Epoch 8, loss  = 2.1119242583764897, accuracy = 0.49350660026400095
Epoch 9, loss  = 2.0710936629695933, accuracy = 0.5188645687979984
Epoch 10, loss  = 2.0278472801261365, accuracy = 0.5464276024313459
Epoch 11, loss  = 1.9808746680522016, accuracy = 0.5597491889529718
Epoch 12, loss  = 1.931050672459958, accuracy = 0.5740643339846802
Epoch 13, loss  = 1.8810360424045816, accuracy = 0.5775385852594213
Epoch 14, loss  = 1.8283977892353083, accuracy = 0.5867598255073968
Epoch 15, loss  = 1.774365878054328, accuracy = 0.5918029346571745
Epoch 16, loss  = 1.718560742925225, accuracy = 0.5957491544882563
Epoch 17, loss  = 1.6655354042297232, accuracy = 0.6013099641969883
Epoch 18, loss  = 1.610170330828441, accuracy = 0.6043141291582611
Epoch 19, loss  = 1.5596200799637003, accuracy = 0.6079508134056757
Epoch 20, loss  = 1.5120734436425574, accuracy = 0.6088344072387255
Epoch 21, loss  = 1.4671713451840984, accuracy = 0.6068866560800231
Epoch 22, loss  = 1.4236464935070925, accuracy = 0.607414977313881
Epoch 23, loss  = 1.3798798660733806, accuracy = 0.6086462480808233
Epoch 24, loss  = 1.3410020583728228, accuracy = 0.6117849425839477
Epoch 25, loss  = 1.3069503114167562, accuracy = 0.610524106086805
Epoch 26, loss  = 1.2704868598787515, accuracy = 0.6136640077419977
Epoch 27, loss  = 1.2445043020411086, accuracy = 0.610355105353861
Epoch 28, loss  = 1.215286211164267, accuracy = 0.61238223319791
Epoch 29, loss  = 1.1869317948945295, accuracy = 0.6156334515249372
Epoch 30, loss  = 1.1653566659132302, accuracy = 0.6142015610298195
Epoch 31, loss  = 1.1425453219840775, accuracy = 0.6137439308932948
Epoch 32, loss  = 1.1218518971888496, accuracy = 0.6148329128097925
Epoch 33, loss  = 1.1083260515351285, accuracy = 0.6129486435908903
Epoch 34, loss  = 1.087845804721816, accuracy = 0.6161127064959842
Epoch 35, loss  = 1.0744000412762038, accuracy = 0.6145850351033607
Epoch 36, loss  = 1.0582387244015106, accuracy = 0.6149023039004432
Epoch 37, loss  = 1.0457474338982913, accuracy = 0.6169254449044954
Epoch 38, loss  = 1.0389681461014981, accuracy = 0.6159395886457939
Epoch 39, loss  = 1.0219270541215502, accuracy = 0.6206445593092307
Epoch 40, loss  = 1.0179707193171292, accuracy = 0.6166925848532382
Epoch 41, loss  = 1.0000960567612638, accuracy = 0.6234154313431901
Epoch 42, loss  = 0.9911779804524582, accuracy = 0.6222686283017859
Epoch 43, loss  = 0.9910641752326412, accuracy = 0.6212675276736492
Epoch 44, loss  = 0.9852864972309772, accuracy = 0.6247832116818025
Epoch 45, loss  = 0.9633005272859195, accuracy = 0.6308371197971642
Epoch 46, loss  = 0.967949070147614, accuracy = 0.6295735449435824
Epoch 47, loss  = 0.9625766959780061, accuracy = 0.6299207168426413
Epoch 48, loss  = 0.9518994963499529, accuracy = 0.6341328849993213
Epoch 49, loss  = 0.9535382773830439, accuracy = 0.630748129181457
Epoch 50, loss  = 0.9463862865718443, accuracy = 0.634172555462524
Epoch 51, loss  = 0.9515981655131017, accuracy = 0.6301609263021771
Epoch 52, loss  = 0.9438102799437956, accuracy = 0.6331500196539381
Epoch 53, loss  = 0.9296578088803078, accuracy = 0.639256223259719
Epoch 54, loss  = 0.9474407836064093, accuracy = 0.6349290879991142
Epoch 55, loss  = 0.9397091939251052, accuracy = 0.6401907895097941
Epoch 56, loss  = 0.933839526511967, accuracy = 0.6431327499499042
Epoch 57, loss  = 0.9234636622959617, accuracy = 0.6467563069654794
Epoch 58, loss  = 0.9269096293429068, accuracy = 0.6469309188737608
Epoch 59, loss  = 0.9240905196427791, accuracy = 0.6491590495503846
Epoch 60, loss  = 0.9234993775516177, accuracy = 0.6502154599666591
Epoch 61, loss  = 0.9176499178923015, accuracy = 0.6540795107608992
Epoch 62, loss  = 0.909253057386321, accuracy = 0.659889792412816
Epoch 63, loss  = 0.9083631632170444, accuracy = 0.660995489943898
Epoch 64, loss  = 0.9208336401341567, accuracy = 0.6614362635857015
Epoch 65, loss  = 0.8994050515231802, accuracy = 0.6684655373562454
Epoch 66, loss  = 0.8941429783540494, accuracy = 0.6720935286071132
Epoch 67, loss  = 0.9045266337486219, accuracy = 0.6727534184717238
Epoch 68, loss  = 0.9046281952339449, accuracy = 0.6727922155757969
Epoch 69, loss  = 0.8939605351450093, accuracy = 0.676456900613132
Epoch 70, loss  = 0.8929083513806878, accuracy = 0.6807096176833912
Epoch 71, loss  = 0.8810916840394677, accuracy = 0.6851913130879971
Epoch 72, loss  = 0.8851548648083897, accuracy = 0.6847694270100689
Epoch 73, loss  = 0.8763490633161337, accuracy = 0.6925646922454739
Epoch 74, loss  = 0.8935354196949046, accuracy = 0.6839361392525906
Epoch 75, loss  = 0.8778393323233387, accuracy = 0.6928774857923831
Epoch 76, loss  = 0.8893802793803753, accuracy = 0.6888695059501663
Epoch 77, loss  = 0.876198777130672, accuracy = 0.697138578064735
Epoch 78, loss  = 0.8820249866575066, accuracy = 0.6938790522604972
Epoch 79, loss  = 0.8783568396751307, accuracy = 0.6960226209232919
Epoch 80, loss  = 0.8805071218435698, accuracy = 0.6971534981510987
Epoch 81, loss  = 0.8763678688992823, accuracy = 0.6973816257365275
Epoch 82, loss  = 0.8732864718193184, accuracy = 0.7019969483337052
Epoch 83, loss  = 0.8690059524355158, accuracy = 0.7014485722306963
Epoch 84, loss  = 0.8683916152413211, accuracy = 0.7068900367892658
Epoch 85, loss  = 0.8803801255693822, accuracy = 0.7037452277012909
Epoch 86, loss  = 0.8734531525864022, accuracy = 0.7065901011965248
Epoch 87, loss  = 0.869306716456342, accuracy = 0.7062183904087833
Epoch 88, loss  = 0.8720091281415049, accuracy = 0.7079412915054955
